,title,subtitle,num_colors,url,price,reduced_price,description,details,colors,n_reviews,avg_stars
0,adidas x Disney Suru365 Cars Slip-On Shoes,Infant & Toddler Sportswear,,/us/adidas-x-disney-suru365-cars-slip-on-shoes/GY9099.html,$50,$35,"If your rookie racer is a fan of Disney Pixar's Cars, they'll love these infants' adidas shoes done up in auto-style graphics. With a super-grippy sole, they're designed for toddlers who are as speedy as Lightning McQueen. The big hook-and-loop strap ensures easy fastening.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Wide fit; Hook-and-loop closure; Textile upper; Textile lining; Rubber outsole; ©Disney; Upper contains a minimum of 50% recycled content; Imported; Product color: Cloud White / Silver Metallic / Vivid Red; Product code: GY9099,,4,5.0
1,Grand Court Shoes,Men's Essentials,2 colors,/us/grand-court-shoes/H02062.html,$65,,A '70s style reborn. These shoes take inspiration from iconic sport styles of the past and move them into the future. The shoes craft an everyday look with a smooth leather upper. Signature 3-Stripes flash along the sides. Plush midsole cushioning gives comfort to every step.,Regular fit; Lace closure; Leather upper with synthetic leather details; Rubber outsole; Cloudfoam Comfort sockliner; Soft feel; Imported; Product color: Cloud White / Royal Blue / Cloud White; Product code: H02062, Cloud White / Core Black / Cloud White,1283,4.7
2,Marvel Black Panther Adizero Primeknit Cleats,Men's Football,,/us/marvel-black-panther-adizero-primeknit-cleats/GV9288.html,$160,,"Reveal the superhero inside you. These football cleats take design cues from """"Black Panther"""" with a black-dominant upper that has touches of purple and gold. The ultralight adidas PRIMEKNIT upper molds to your feet while bungee laces keep them locked in, so you can move freely while making the big play.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",Bungee lace closure; adidas PRIMEKNIT textile upper; Synthetic lining; TPU stud outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Core Black / Gold Metallic / Tribe Purple; Product code: GV9288,,,
3,Stabil Next Gen Handball Shoes,Men's Training,2 colors,/us/stabil-next-gen-handball-shoes/GY9284.html,$160,$96,"Next time you hit the changing rooms, make sure your rivals know they've been in a game. These adidas Stabil Next Gen shoes are designed to help you dominate indoor courts. Lightweight and sleek, their adidas PRIMEKNIT upper has heat-pressed sidewalls to add support for every direction shift. The grippy outsole has rounded edges for more natural movement. The BOOST midsole is framed in EVA to provide the perfect balance of cushioning and stability.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.",Regular fit; Lace closure; adidas PRIMEKNIT upper; Integrated lateral support and lockdown; BOOST midsole; HEAT.RDY; 360-degree grip pattern with radiused edges; Yarn in upper contains at least 50% Parley Ocean Plastic  and 50% recycled polyester; Imported; Product color: Cloud White / Core Black / Grey Three; Product code: GY9284, Grey Two / Team Navy / Team Collegiate Red,9,4.6
4,NMD_V3 Shoes,Men's Originals,21 colors,/us/nmd_v3-shoes/GX2084.html,$160,$96,"A play on transparency, these adidas NMD_V3 Shoes continue to build on the NMD franchise's signature expression of tactical tech. Here's what you need to know about the BOOST cushioning: it makes every step feel supported. Which is great, since you take a lot of them throughout the day. The other thing to know is that it's partially encapsulated in TPU, met by TPU heel plugs that signal that these are in fact NMD sneakers. 

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.",Lace closure; Mesh and TPU upper; Textile lining; BOOST midsole; Rubber outsole; Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester; Imported; Product color: Core Black / Grey Five / Core Black; Product code: GX2084, Grey One / Off White / Halo Silver,38,4.5
5,Adizero XC Spikes,Track & Field,2 colors,https://www.adidas.com/us/adizero-xc-spikes/GY8420.html,$70,$42,"Maintain a confident stride in these adidas running spikes. The Bounce midsole delivers lightweight cushioning and flex where you need it for a comfortable ride. The five-pin rubber outsole provides traction on grass, dirt and mud to help you stay on pace and finish strong. 

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",Lace closure; Textile upper; Bounce midsole; Textile lining; Spiked rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Vivid Red / Cloud White / Beam Orange; Product code: GY8420, Cloud White / Night Metallic / Solar Green,44,4.1
6,adidas Stan Smith x LEGO® Shoes,Youth Originals,new,https://www.adidas.com/us/adidas-stan-smith-x-lego-shoes/GV8972.html,$85,,"You're never too old to show off your love for LEGO® bricks. The classic and sleek silhouette that made the Stan Smith shoes iconic gets a fun update with these juniors' Stan Smith x LEGO® shoes. The colorful heel tab celebrates this adidas and LEGO Group partnership.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Lace closure; Synthetic leather upper; OrthoLite® sockliner; Rubber cupsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Cloud White / Pantone / Core Black; Product code: GV8972,,1,5.0
7,Forum Mid Shoes,Youth Originals,new,https://www.adidas.com/us/forum-mid-shoes/GY7062.html,$100,,"An icon gets elevated. These juniors' adidas shoes combine '80s Forum style with modern details. The neutral palette gets a pop of shine courtesy of the metallic 3-Stripes. A textile lining and a molded sockliner ensure that comfort isn't sacrificed for style.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",Regular fit; Lace closure with adjustable hook-and-loop strap; Leather upper; Textile lining; Molded sockliner; Rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Cloud White / Silver Metallic / Grey One; Product code: GY7062,,,
8,,,,/us/nmd_r1-refined-shoes/GY4279.html,,,"The past empowers what is to come. Which is why these juniors' adidas shoes take inspiration from archival running styles and reimagine them for the future. Part of that reimagining is the use of Parley Ocean Plastic. Another part is the plush BOOST midsole, which keeps you comfortable during active days so you can move your way without compromise.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.",Regular fit; Lace closure; Mesh upper; Textile lining; BOOST midsole; Rubber outsole; Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester; Imported; Product color: Cloud White / Cloud White / Grey One; Product code: GY4279, Core Black / Core Black / Grey Five,43,4.8
9,,,,/us/five-ten-freerider-pro-canvas-mountain-bike-shoes/GZ1931.html,,,Ride more. Hang out more. The adidas Five Ten Freerider Pro Canvas Mountain Bike Shoes are as capable on the bike as they are comfortable post ride. An impact-resistant toe box and pedal-gripping Dotty tread with Stealth® S1™ rubber give them their bike cred. A cushioned midsole and casual look keep them versatile for on and off your bike.,Regular fit; Lace closure; Quick-dry synthetic upper; Impact-resistant PORON® toe box; OrthoLite® sockliner; EVA midsole; Stealth® S1 Dotty rubber outsole; Yarn in upper contains at least 50% Parley Ocean Plastic  and 50% recycled polyester; Imported; Product color: Dgh Solid Grey / Grey Three / Acid Mint; Product code: GZ1931, Core Black / Bliss Lilac / Beam Orange,16,4.1
