,title,subtitle,num_colors,url,price,reduced_price,description,details,colors,n_reviews,avg_stars
0,Superstar 360 x André Saraiva Shoes,Infant & Toddler Originals,,/us/superstar-360-x-andré-saraiva-shoes/GY9154.html,$50,$30,"Help your little one spread the love and celebrate the planet with every step (no matter how wobbly that step is). These infants' adidas Superstar shoes were designed in collaboration with Swedish artist André Saraiva. Earth-color-inspired 3-Stripes pair with his signature smiling Mr. A icon to give them plenty of reasons to smile.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Snug fit; Slip-on; Two-layer stretch mesh upper; Fitfoam and OrthoLite® sockliners; Adifit length-measuring insole; EVA outsole with deep flex grooves; Upper contains a minimum of 50% recycled content; Imported; Product color: Core Black / Cream White / Core Black; Product code: GY9154,,2,4.5
1,Gamemode Firm Ground Soccer Cleats,Soccer,"9 colors, Firm Ground",/us/gamemode-firm-ground-soccer-cleats/GV6861.html,$100,$80,"Let your feet do the talking on the pitch. Express your beautiful game in adidas Gamemode with a choice of styles and designs. Created with a comfortable fit for a wide range of foot shapes, these soccer cleats offer a cushioned touch thanks to their soft HybridTouch upper. The versatile outsole will help you show your skills on both firm ground and artificial grass. The eye-catching graphics borrow from the beautiful game.",Regular fit; Lace closure; HybridTouch synthetic upper; TPU heel clip; Hybrid outsole for firm and artificial surfaces; Imported; Product color: Bright Cyan / Cloud White / Solar Red; Product code: GV6861, Core Black / Silver Metallic / Sonic Ink,86,4.6
2,Y-3 HICHO,Y-3,3 colors,/us/y-3-hicho/HQ3663.html,$300,,,Imported; Product color: Cream White / Cream White / Core White; Product code: HQ3663, Black / Black / Core White,26,4.9
3,X Speedportal Messi.3 Firm Ground Soccer Cleats,Children Soccer,Firm Ground,/us/x-speedportal-messi.3-firm-ground-soccer-cleats/GW8391.html,$70,,"Good players create time and space. Great ones leave them both behind. Unlock multidimensional speed in adidas X Speedportal. Additional forefoot studs on the lightweight outsole of these juniors' soccer cleats ensure rapid reactions on firm ground. The coated textile upper includes a supportive flat-knit collar and rigid TPU external heel lock to keep you strapped in. Bold graphics highlight Lionel Messi's lifelong love affair with the ball.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Lace closure; Coated textile upper; External heel lock; Textile lining; Firm ground outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Cloud White / Core Black / Solar Red; Product code: GW8391,,13,4.8
4,Y-3 GR.1P High,Y-3,4 colors,/us/y-3-gr.1p-high/HQ5994.html,$330,,Y-3 evolves the adidas legacy with the Y-3 GR.1P High Shoes. The minimalist heavy tumbled leather upper contrasts against strong statement details to create a distinctive edge.,Lace closure; Heavy tumbled leather upper with woven polyester collar; Leather and canvas lining; Transparent EVA midsole; Rubber outsole; Imported; Product color: Black / Black / Black; Product code: HQ5994, Talc / Bliss / Cream White,29,4.7
5,Y-3 Qisan Cozy,Y-3,2 colors,https://www.adidas.com/us/y-3-qisan-cozy/HR1961.html,$400,,"""Y-3 is a strong examination of the blend of sport and style and the tension caused by mixing tradition with all that is modern.""  — Yohji Yamamoto 

Y-3 blends inspiration from its past with state-of-the-art adidas technology to introduce a new silhouette. The Qisan Cozy Shoes evoke the feeling of lightness, with floating transparent 3-Stripes that connect the midsole to the lifted eyestay. They're crafted with a neoprene upper and detailed with leather and rubber accents. The TPU plate shines through the distinctive tooling.",Slip-on; Neoprene upper with leather and rubber detailing; Neoprene and suede lining; Lightstrike cushioning; Rubber outsole; Imported; Product color: Cream White / Core White / Cream White; Product code: HR1961, Cream White / Core White / Cream White,,
6,Gamemode Firm Ground Soccer Cleats,Children Soccer,"8 colors, Firm Ground",https://www.adidas.com/us/gamemode-firm-ground-soccer-cleats/GV6871.html,$70,,"Let your feet do the talking on the pitch. Express your beautiful game in adidas Gamemode with a choice of styles and designs. Created with a comfortable fit for a wide range of foot shapes, these juniors' soccer cleats offer a cushioned touch thanks to their soft HybridTouch upper. The versatile outsole will help you show your skills on both firm ground and artificial grass. Marvel's Black Panther: Wakanda Forever graphics add the finishing touch.",Regular fit; Lace closure; HybridTouch synthetic upper; TPU heel clip; Hybrid outsole for firm and artificial surfaces; ©Marvel; Imported; Product color: Core Black / Silver Metallic / Sonic Ink; Product code: GV6871, Carbon / Red / Bright Blue,49,4.7
7,adidas by Stella McCartney Earthlight Mesh Shoes,Women's adidas by Stella McCartney,3 colors,https://www.adidas.com/us/adidas-by-stella-mccartney-earthlight-mesh-shoes/GX2189.html,$170,,"Find your stride in the adidas by Stella McCartney Earthlight running shoes. Don't be fooled by the stylish design and sophisticated details. This shoe is designed for city running as much as everyday wear.

Take these mesh shoes out for a 10 km run, and you won't be disappointed. The partially recycled EVA midsole cushions your entire foot and to return your energy with every step.

Even the mesh details on the upper shoe are as much for function as style. Made in part with Primeblue recycled materials, they keep the air flowing through and your feet feeling cool.",Regular fit; Lace closure; Mesh upper; Textile lining; Recycled EVA midsole made with 10% recycled material derived from production waste; Rubber outsole; adidas by Stella McCartney logo; Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester / Vegan alternative; Imported; Product color: Shock Yellow / Shock Yellow / Core Black; Product code: GX2189, Shock Yellow / Shock Yellow / Core Black,97,4.6
8,,,,/us/nizza-shoes/GY7050.html,,,"Throw it back to '70s Southern California skateboard culture in these juniors' adidas Nizza Shoes. The classic 3-Stripes get a sun-stained glow-up in while the signature rubber toe and Vulcanized outsole cradle your feet in comfort.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.",Lace closure; Textile upper; Textile lining; Rubber outsole; Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester; Imported; Product color: Crew Red / Wonder White / Wonder White; Product code: GY7050,,46,4.6
9,,,,/us/x-speedportal.4-flexible-ground-soccer-cleats/GW8496.html,,,"Good players create time and space. Great ones leave them both behind. Unlock multidimensional speed in adidas X Speedportal. These juniors' soccer cleats were created for quick cuts and match-turning speed on firm ground, hard ground and artificial grass. Soft and durable, their synthetic upper helps you keep the ball close when you're in top gear.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Lace closure; Soft synthetic upper; TPU flexible ground outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Core Black / Solar Red / Solar Green; Product code: GW8496, Core Black / Solar Red / Solar Green,12,4.8
