,title,subtitle,num_colors,url,price,reduced_price,description,details,colors,n_reviews,avg_stars
0,Adizero Adios 7 Shoes,Men's Running,4 colors,/us/adizero-adios-7-shoes/GX6647.html,$130,$78,"Chase your next PR in these adidas Adizero running shoes. The breathable mesh upper rides on a mix of superlight Lightstrike cushioning and resilient Lightstrike Pro. The combination makes these shoes fast enough for race day while being able to stand up to everyday training. TORSIONRODS add a soft stiffness that increases force transfer in each stride. The result? A pair of running shoes that help you run faster (and longer) than ever before, all while feeling fresh on your feet.",Regular fit; Lace closure; Lightweight mesh upper; Flexible feel with support in key areas; TORSIONRODS increase force transfer; Lightstrike cushioning; Weight: 7.7 ounces (size 9); Midsole drop: 8 mm (heel: 27 mm / forefoot: 19 mm); Continental™ Rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Dash Grey / Solar Orange / Wonder Steel; Product code: GX6647, Grey Three / Zero Metalic / Grey Five,75,4.1
1,adidas 4D Krazed Shoes,Men's Originals,3 colors,/us/adidas-4d-krazed-shoes/GX9594.html,$180,$108,"Everything gets hyper-charged on the adidas 4D Krazed Shoes. Not just the design, but the attitude too. You see it on the tooling, which is an innovative and supremely comfortable mix of 4D technology and EVA cushioning. There's a play of textures throughout, creating a highly visual statement of fluid lines and bold details — just look at the heel.",Lace closure; Mesh upper with stitched synthetic overlays; Textile lining; adidas 4D and EVA midsole; Rubber outsole; Imported; Product color: Cloud White / Silver Metallic / Royal Blue; Product code: GX9594, Orbit Grey / Silver Metallic / Metal Grey,4,4.8
2,Solarglide 5 Shoes,Women's Running,8 colors,/us/solarglide-5-shoes/GX6723.html,$130,$78,"Whether you're building consistency, upping your distance or training for a personal best, Solarglide 5 are the shoes you leave by the door to support your goals every single day. They're packed with performance technology, from the BOOST midsole to the knit upper and the adidas LEP 2.0. This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean.",Regular fit; Lace closure; Circular knit textile upper; BOOST midsole; Continental™ Rubber outsole; Weight: 9.9 ounces; Midsole drop: 10 mm (heel: 36 mm / forefoot: 26 mm); adidas LEP 2.0; Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester; Imported; Product color: Mgh Solid Grey / Cloud White / Grey Six; Product code: GX6723, Grey Two / Silver Metallic / Wonder Mauve,136,4.5
3,Lite Racer Adapt 4.0 Shoes,Men's Essentials,6 colors,/us/lite-racer-adapt-4.0-shoes/GW8154.html,$70,$42,"Waste not, want not. Slip into these adidas shoes and you're out the door without wasting a minute getting on with your day. The lightweight textile upper and lining have a flexible feel that moves with your foot. A Cloudfoam midsole offers above-and-beyond cushioning for all-day comfort. A molded heel piece provides extra support when you're on your feet for extended periods.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Slip-on construction; Textile upper; Textile lining; Molded TPU heel piece; Cloudfoam midsole; Synthetic outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Carbon / Core Black / Chalk White; Product code: GW8154, Carbon / Core Black / Chalk White,896,4.5
4,Ultraboost 1.0 Indiana,Sportswear,15 colors,/us/ultraboost-1.0-indiana/HQ5872.html,$200,$120,"Bring your Hoosiers spirit along for the ride every time you lace up in these Ultraboost running shoes. Comfy BOOST cushioning keeps you energized from start to finish, and adidas PRIMEKNIT flexes and supports the foot with every step. Attach the webbing strips to your laces and show your team pride.

Featured above and throughout the campaign is Brianna Copeland; a sophomore softball pitcher for Indiana University from Pelham, AL. She was named Freshman of the Week for her conference three times, set six state high-school records including 531 career strikeouts, has hit 28 career home runs, and earned the Defensive Player of the Year award. Off the softball field, she’s working hard in school, majoring in architecture.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.
",Regular fit; Lace closure; adidas PRIMEKNIT upper; Interchangeable webbing strips; BOOST midsole; Torsion System; Rubber outsole; Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester; Imported; Product color: Cloud White / Cream White / Team Victory Red; Product code: HQ5872, Cloud White / Team Maroon / Team Colleg Gold,330,4.7
5,Terrex Agravic Flow 2.0 GORE-TEX Trail Running Shoes,Women's TERREX,,https://www.adidas.com/us/terrex-agravic-flow-2.0-gore-tex-trail-running-shoes/H03383.html,$160,$96,"Slick rocks and soggy trails won't slow you down in these adidas trail running shoes. From the road to the trail and back again, they keep feet dry and comfortable with a breathable GORE-TEX lining that seals out moisture and LIGHTSTRIKE cushioning that keeps you light on your feet. Move swiftly over even the most rugged terrain with a lugged Continental™ Rubber outsole that offers extraordinary grip in wet or dry conditions.",Lace closure; Abrasion-resistant engineered mesh upper; GORE-TEX lining; Pro-Moderator support; Lightstrike cushioning; Continental™ Rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Almost Lime / Pulse Lime / Turbo; Product code: H03383,,22,4.7
6,Ultraboost 22 COLD.RDY 2.0 Shoes,Men's Running,6 colors,https://www.adidas.com/us/ultraboost-22-cold.rdy-2.0-shoes/GX6692.html,$210,,"When the adidas Ultraboost debuted in 2015, it set the standard for comfort and performance in a running shoe. Each new release raises the bar, and this one is no exception. These running shoes are built for cold-weather runs, featuring COLD.RDY to keep feet warm. The energy-returning BOOST midsole is reflective, so it shines bright from dusk to dawn. The Continental™ WinterGrip™ Rubber outsole ensures a secure grip on slick streets.",Regular fit; Lace closure; adidas PRIMEKNIT textile upper; COLD.RDY; Linear Energy Push system; Reflective BOOST midsole; Reflective 3-Stripes; Midsole drop: 10 mm (heel: 25 mm / forefoot: 15 mm); Stretchweb outsole with Continental™ WinterGrip™ Rubber; Upper contains a minimum of 50% recycled content; Imported; Product color: Blue Rush / Cloud White / Core Black; Product code: GX6692, Magic Beige / Grey One / Impact Orange,29,4.8
7,Samba Vegan Shoes,Infant & Toddler Originals,2 colors,https://www.adidas.com/us/samba-vegan-shoes/GZ8350.html,$55,,"They're never too young to join the team. Soccer players have been lacing into the adidas Samba for generations. Now it's your little one's turn. These toddlers' shoes have the same timeless look that made the originals famous, like the grippy gum sole and unmistakable 3-Stripes. The box includes two sets of laces: one normal, one elastic.

Made with vegan alternatives to animal-derived ingredients or materials.",Elastic and regular laces; Vegan upper made with a minimum of 50% recycled materials; OrthoLite® sockliner; Gum rubber outsole; Imported; Product color: Cloud White / Core Black / Gum; Product code: GZ8350, Cloud White / Core Black / Gum,214,4.8
8,,,,/us/solarcontrol-shoes/GY1656.html,,,"From training runs to race day, go the distance with confidence. These running shoes provide extra stability with adidas LEP 2.0, designed to help guide each foot strike and propel you forward. The mesh upper offers targeted lockdown zones for added support while maintaining breathability. BOOST cushioning delivers energy return and comfort to keep you feeling fresh from start to finish.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Lace closure; Engineered mesh upper; Linear Energy Push system; Dual-density EVA platform; BOOST midsole; Midsole drop: 10 mm (heel: 33 mm / forefoot: 23 mm); Rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Core Black / Cloud White / Grey Five; Product code: GY1656, Core Black / Cloud White / Grey Five,14,4.5
9,,,,/us/fortarun-sport-running-elastic-lace-and-top-strap-shoes/GZ1830.html,,,"From the park to the sports pitch to the indoor court, these versatile adidas running shoes will take kids everywhere. A winterized mesh upper keeps their feet warm and Cozy, and the cushioned Cloudfoam midsole and soft sockliner combine for a comfy fit.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Elastic laces with hook-and-loop strap; Winterized mesh upper; Cloudfoam midsole; Textile lining; Winterized rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Impact Orange / Cloud White / Legend Ink; Product code: GZ1830, Impact Orange / Cloud White / Legend Ink,,
