,title,subtitle,num_colors,url,price,reduced_price,description,details,colors,n_reviews,avg_stars
0,Adizero Rose 1.5 Restomod Basketball Shoes,Men's Basketball,3 colors,/us/adizero-rose-1.5-restomod-basketball-shoes/GY6488.html,$160,$96,"These Adizero Rose Restomod shoes from adidas Basketball are an ode to Derrick's early career. Classic D-Rose details are enhanced with Restomod upgrades like a Lightstrike midsole for ultra-lightweight cushioning and a Puremotion outsole for superior grip. The shoes built for one of the fastest, most explosive players ever are now lighter and faster.",, Off White / Acid Red / Bright Cyan,9,5.0
1,Samba Vegan Shoes,Originals,2 colors,/us/samba-vegan-shoes/H01878.html,$100,,"First introduced as an indoor soccer shoe, the adidas Samba has gone on to cover expansive ground. After their time on the field, these shoes made their mark on stages and streets across the globe. Today they look toward a more conscious future. Done up in faux leather, the revamped icon has eliminated any usage of animal based materials. The look is exactly the same as the original, right down to the famous T-toe.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content. Made with vegan alternatives to animal-derived ingredients or materials.",, Cloud White / Core Black / Gum,1285,4.7
2,Grand Court 2.0 Shoes,Children Essentials,,/us/grand-court-2.0-shoes/GW6511.html,$55,$28,"Set them up to follow in the footsteps of the tennis greats. These kids' adidas shoes have sleek look inspired by '70s court style. The rubber cupsole flexes and grips for smooth and confident strides. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",,,86,4.8
3,Retropy F2 Shoes,Men's Originals,6 colors,https://www.adidas.com/us/retropy-f2-shoes/GW9356.html,$90,$63,"A play on the past, the adidas Retropy F2 Shoes explore nostalgia through a futuristic lens. We took inspiration from classic '80s running styles and then upped the game with fresh proportions and impactful design cues. Aside from the look, there's a reason these sneakers will become your everyday go-to — the durable textile upper and cushioned EVA midsole are all about those long days and nights, supporting your moves with absolute comfort.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",, Grey Three / Core Black / Grey Five,119,4.7
4,Ultraboost 22 Shoes,Men's Running,26 colors,https://www.adidas.com/us/ultraboost-22-shoes/GZ0127.html,$190,$114,"These Ultraboost running shoes serve up comfort and responsiveness. You'll be riding on a BOOST midsole for endless energy, with a Linear Energy Push system and a Continental™ Rubber outsole. This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic —  reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean.",, Cloud White / Cloud White / Vivid Red,2475,4.7
5,Ultraboost Web DNA Shoes,Sportswear,3 colors,https://www.adidas.com/us/ultraboost-web-dna-shoes/GX2131.html,$190,$114,"When the Ultraboost first dropped in 2015, it took the sneaker world by storm. And like a runner chasing a PB, we've been building on the design ever since. These adidas running shoes incorporate 3D Stretchweb around the BOOST midsole. This enhances the feeling of energy return, so you feel fresh on your feet all day. Throw in the adidas PRIMEKNIT upper, and you get a comfortable shoe for short distances and daily wear.",, Off White / Legend Ink / Ecru Tint,240,4.7
6,adidas x Disney Racer TR21 Toy Story Woody Shoes,Children Essentials,,https://www.adidas.com/us/adidas-x-disney-racer-tr21-toy-story-woody-shoes/GY4451.html,$58,$35,"Fans of Disney Pixar's Toy Story will love these kids' adidas sneakers with Sheriff Woody decorating the side. A supportive Cloudfoam midsole ensures all-day comfort, and elastic laces mean they're easy to get off and on. The additional hook-and-loop strap on top adjusts the fit when they're on the go.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",,,12,4.8
7,NMD_R1 V2 Shoes,Youth Originals,,https://www.adidas.com/us/nmd_r1-v2-shoes/FZ6236.html,$130,$78,"The future is yours to create. The world is yours to explore. Step forward with confidence in these juniors' adidas NMD_R1 V2 shoes. They borrow cutting-edge technology from the world of running to set you up in comfort. And they don't skimp on style either. As you move from school to the sidewalks, midsole plugs flash that signature NMD look. BOOST cushioning charges up each step with energy.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",,,12,4.9
8,,,,/us/adidas-x-lego-sport-pro-shoes/GW3977.html,,,"Movers and builders alike will love these kids' adidas x LEGO® shoes. They slip on in seconds, with a lightweight upper that's set on a super fun LEGO® brick-inspired rubber outsole. And since that tread is grippy on wet surfaces, kids can play outdoors whatever the weather.

Made with a series of recycled materials, this upper features at least 50% recycled content.",, Grey Three / Shock Blue / Grey Six,11,5.0
9,,,,/us/ultraboost-22-shoes/GX5587.html,,,"With the help of 1.2 million foot scans, we updated Ultraboost with a complete 360° female fit improvement. And we didn't stop there. We re-engineered the rubber outsole. We tested hundreds of prototypes. We kept going until we saw visible improvements in performance. The result? 4% more forefoot energy return, compared to Ultraboost 21 for women. The adidas PRIMEKNIT upper includes a narrower heel fit, designed to avoid heel slip and blisters. You'll be riding on a BOOST midsole with a Linear Energy Push system. The shoe's upper is made with yarn containing 50% Parley Ocean Plastic —  reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean.",, Beam Pink / Core Black / Cloud White,933,4.7
10,,,,/us/zx-1k-boost-shoes/FX6510.html,,,"In a constantly evolving world, keeping up is just part of the routine. Stay on top of it in these airy knit mesh adidas shoes. The ZX series has merged technology with culture since the '80s. Today a combination of Boost and EVA cushioning keeps you comfortable as you charge through the day.",, Cloud White / Core Black / Halo Silver,848,4.0
11,,,,/us/nmd_r1-shoes/GX9534.html,,,"Running style made for everyday exploration. These adidas NMD_R1 shoes update the original '80s-inspired shoes with a speckled pattern on the midsole. A stretchy knit upper hugs your foot for comfort on the go. Long commutes and slick city sidewalks are no problem, thanks to energy-returning BOOST midsole cushioning and the grippy rubber outsole beneath your feet.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.",, Core Black / Core Black / Core Black,2560,4.6
12,,,,/us/terrex-free-hiker-2-gore-tex-hiking-shoe/GZ3286.html,,,"TERREX Free Hiker 2 GORE-TEX brings comfort and confidence to your everyday adventure. It's time to enjoy your outdoor experience. 

Take on the outdoors in style and comfort with the TERREX Free Hiker 2 GORE-TEX. Feel confident in most weather conditions thanks to the breathable GORE-TEX membrane and Continental™ rubber outsole. Enjoy your hikes with the updated design.",, Pulse Olive / Focus Olive / Impact Orange,23,4.5
13,,,,/us/ultraboost-dna-5.0-shoes/GV8740.html,,,"The Ultraboost isn't our first performance running shoe to hold appeal in the realm of fashion. It's just one of the most beloved. That's why we made the Ultraboost DNA, a lifestyle trainer built off the bones of its more technical namesake. The simplicity of the design shines a spotlight on the pattern of the adidas PRIMEKNIT. And because comfort's a non-negotiable, run or no run, BOOST offers incredible energy return in every step.",, Core Black / Core Black / Beam Green,3846,4.7
14,,,,/us/nmd_v3-shoes/GX9587.html,,,"The clear details on these adidas NMD shoes play with the idea of transparency and tactical technology. The TPU heel clip showcases that transparency and adds a new depth to the silhouette. Energy-returning BOOST lets you go hard all day long, and of course, since these are NMDs, you have the signature midsole plugs to sign the style off.",, Grey One / Off White / Halo Silver,38,4.5
15,,,,/us/courtjam-control-tennis-shoes/GW2554.html,,,"Don't just compete. Dominate. The mesh upper and flexible Bounce midsole on these adidas Courtjam Control Tennis Shoes team up to keep you comfortable as you build pressure on your opponent. Underneath, a TPU midfoot shank and grippy Adiwear hard court outsole ensure you're stable through every slide and sidestep. On the medial side, a combination of hidden lacing and abrasion zones specifically configured for the men's game help these shoes tough out every challenge.",, Core Black / Cloud White / Core Black,50,4.4
16,,,,/us/adilette-sandals/F35416.html,,,"A transitional style for your everyday activities. In the locker room or on the street, these sandals feature adjustable straps and an ultra-soft footbed for total comfort. The modern, sport-inspired design gives a clean look.",,,905,4.7
17,,,,/us/advantage-court-shoes/GY7046.html,,,"Bring unique style to your daily look in these tennis-inspired shoes. The synthetic leather upper and slab rubber outsole pay tribute to iconic adidas footwear heritage. A bold modern design features custom FARM Rio graphics, celebrating Brazil's beloved women's clothing and lifestyle brand.

Made with a series of recycled materials, the upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",, Cloud White / Cloud White / Core Black,6,5.0
18,,,,/us/ultraboost-22-made-with-nature-shoes/HP9179.html,,,"The iconic Ultraboost running shoe has been continually evolving since it debuted in 2015. So it's fitting that this version aligns with our goals for the future — creating products made with renewable materials to help end plastic waste. Don't worry, they still have all the tech that makes them one of the most comfortable shoes ever, including responsive BOOST cushioning and foot-hugging adidas PRIMEKNIT. Plus, they have a narrower heel fit and lower instep curve for a snug feel. Wear them running. Wear them walking. Wear them anywhere because they feel good in every way.

These shoes are made with natural and renewable materials as part of our journey to design out finite resources and help end plastic waste.",,,4,5.0
