,title,subtitle,num_colors,url,price,description,details,colors,n_reviews,avg_stars,reduced_price
0,Superstar 360 Shoes,Infant & Toddler Originals,2 colors,/us/superstar-360-shoes/GX1870.html,$50,"Every day is a new adventure, so why not let their feet join the fun? Shake up your little one's sneaker game with this toddlers' version of the adidas Superstar 360 Shoes. They'll delight in the colorful Trefoil graphics. Lightweight EVA cushioning and deep flex grooves ensure maximum comfort and movement.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Slip-on; Two-layer mesh upper; Snug and stretchy; OrthoLite® sockliner; Adifit length-measuring insole; One-piece EVA outsole with deep flex grooves; Upper contains a minimum of 50% recycled content; Imported; Product color: Core Black / Cloud White / Semi Impact Orange; Product code: GX1870, Core Black / Cloud White / Semi Impact Orange,6,4.3,
1,Nizza Platform Shoes,Women's Originals,9 colors,/us/nizza-platform-shoes/GX4605.html,$85,"Bring on the '70s nostalgia. The adidas Nizza sneakers made their debut in the era of peace, love and disco balls. For this pair, sun-bleached colors nod to the past while modern technology lets you scan the QR code to find out more about the story behind how the shoes were created

This shoe's upper is made with a technical yarn which contains at least 50% Parley Ocean Plastic — upcycled plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.",Lace closure; Textile upper; Textile lining; Rubber platform outsole; Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester; Imported; Product color: Cream White / Almost Lime / Wonder White; Product code: GX4605, Core Black / Cloud White / Cloud White,2893,4.7,
2,Retropy E5 Shoes,Women's Originals,11 colors,/us/retropy-e5-shoes/GW2179.html,$130,"Retro vibes meets modern proportions. With the adidas Retropy E5 Shoes, we used the famed Racing 1 as the design foundation to craft a silhouette filled with equal parts nostalgia, modernity and comfort. Plush BOOST cushioning returns energy with every step that you take, and the animal-print upper blends the past with the present.",Lace closure; Nylon and suede upper; BOOST midsole; Textile lining; Rubber outsole; Imported; Product color: Grey One / Cloud White / Grey Three; Product code: GW2179, Frost Pink / Almost Pink / Ecru Tint,48,4.8,$111
3,Stan Smith Shoes,Women's Originals,9 colors,/us/stan-smith-shoes/Q47226.html,$95,"For 50 years, the adidas Stan Smith Shoes have been a staple on the courts and on the streets. Their minimalist style is the very definition of effortless cool. But even icons have to change to stay rooted in the present, which is why this version of the trainers is created with recycled materials. It's part of our effort and commitment to help end plastic waste. 

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.",Lace closure; Synthetic upper; Rubber outsole; Vegan; Imported; Product color: Cloud White / Green / Cloud White; Product code: Q47226, Supplier Colour / Cloud White / Gold Metallic,2492,4.6,$81
4,adidas x Disney Suru365 Miss Piggy Muppets Slip-On Shoes,Infant & Toddler Sportswear,40% off with code: cyber,/us/adidas-x-disney-suru365-miss-piggy-muppets-slip-on-shoes/GY9100.html,$50,"Statement shoes for little superstars. From the bows on the straps to the hot-pink color, these infants' adidas sneakers are inspired by Disney's Miss Piggy and flash an embroidered piggy graphic on the side. They slide on and off easily and have a robust, comfy outsole to match the energy of even the most spirited toddlers. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Wide fit; Hook-and-loop closure; Textile upper; Textile lining; Rubber outsole; ©Disney; Upper contains a minimum of 50% recycled content; Imported; Product color: Bliss Pink / Pulse Magenta / Cloud White; Product code: GY9100,,11,4.2,
5,FortaRun Sport Running Lace Shoes,Children Sportswear,2 colors,https://www.adidas.com/us/fortarun-sport-running-lace-shoes/GZ4419.html,$60,"Go ahead and sign them up for every sports club. These kids' adidas running shoes are designed to support growing feet while they run, kick and climb. They're made with a Cloudfoam midsole for lightweight cushioning. The breathable mesh upper keeps air flowing.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Lace closure; Sandwich mesh upper; Textile lining; Cloudfoam midsole; OrthoLite® sockliner; Non-marking rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Almost Blue / Cloud White / Clear Pink; Product code: GZ4419, Grey Two / Cloud White / Royal Blue,18,4.7,$51
6,Grand Court Shoes,Essentials,2 colors,https://www.adidas.com/us/grand-court-shoes/F36392.html,$65,A '70s style reborn. These shoes take inspiration from iconic sport styles of the past and move them into the future. The shoes craft an everyday look with a smooth leather upper. Signature 3-Stripes flash along the sides. Plush midsole cushioning gives comfort to every step.,Regular fit; Lace closure; Leather upper with synthetic leather details; Rubber outsole; Cloudfoam Comfort sockliner; Soft feel; Imported; Product color: Cloud White / Core Black / Cloud White; Product code: F36392, Cloud White / Core Black / Cloud White,1284,4.7,$56
7,Web BOOST Running Shoes,Women's Sportswear,3 colors,https://www.adidas.com/us/web-boost-running-shoes/GZ0935.html,$160,"Getting in a few miles or running to the store. These adidas shoes have all the techs to make short-distance training a breeze, and you'll want to wear them on rest days too. The upper has cutouts for airflow, acting like a harness for the stretchy inner bootie. The BOOST midsole is wrapped in 3D Stretchweb to enhance the feeling of energy return.",Regular fit; Lace closure; Textile upper; BOOST midsole; Textile lining; Rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Cloud White / Silver Metallic / Grey One; Product code: GZ0935, Cloud White / Silver Metallic / Grey One,,,$136
8,,,,/us/ultraboost-22-x-marimekko-shoes/GZ4794.html,,"Run wild. Marimekko is a Finnish design house known for its eye-popping prints. These adidas Ultraboost shoes wake up your running style with a bold pattern on the upper. Wear them for training or as part of your daily rotation. BOOST offers incredible energy return, and the Stretchweb outsole with Continental™ Rubber provides a smooth and flexible ride.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.",Regular fit; Lace closure; BOOST midsole; Textile lining; Stretchweb outsole with Continental™ Rubber; Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester; Imported; Product color: Lush Red / Collegiate Navy / Collegiate Orange; Product code: GZ4794,,32,4.9,
9,,,,/us/dame-8-basketball-shoes/HR1558.html,,"Respect is earned. Damian Lillard made his name by showing up in the moments that matter the most, when everything is on the line. These signature shoes from adidas Basketball and Dame celebrate one of the game's best closers with Dame graphics and a colorful upper inspired by the first time he competed with and beat some of the best hoopers in the world. The outsole and Bounce Pro midsole are designed specifically for Dame's lethal combination of speed and precision.

Made in part with recycled content generated from production waste, e.g., cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",Regular fit; Lace closure; Air-mesh upper; Cushioned feel; Textile lining; Bounce Pro midsole; Rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Grey Three / Red / Core Black; Product code: HR1558, Blue Rush / Pulse Mint / Solar Pink,252,4.7,
