,title,subtitle,num_colors,url,price,reduced_price,description,details,colors,n_reviews,avg_stars
0,Adilette Shower Slides,Yoga,6 colors,/us/adilette-shower-slides/GZ5920.html,$30,$24,"From the pool deck to the shower to the couch, these slides are made for the work-hard-rest-hard lifestyle. The slip-on construction gives you a snug fit that's easy to kick on and off as needed. Lightweight cushioning keeps your feet cradled in all-day comfort. The adidas logo and 3-Stripes design complete the iconic Adilette style.",Regular fit; Slip-on construction; Synthetic upper; Textile lining; Contoured footbed; Cloudfoam midsole; Synthetic outsole; Imported; Product color: Legend Ink / Cloud White / Legend Ink; Product code: GZ5920, Core Black / Wonder White / Core Black,7435,4.5
1,Supernova 2 Running Shoes,Men's Running,6 colors,/us/supernova-2-running-shoes/GW9093.html,$100,,"Who says running needs to be uncomfortable? These shoes are designed to help you run comfortable every time, on any terrain. From a precisely balanced mix of Bounce and increased Boost in the midsole to a new padded tongue and heel patch construction, experience comfort with every step. 

Supernova 2 is now made with a lower carbon footprint of 10% compared to the 2020 Supernova. From raw material extraction, processing, packaging, all the way to the end of product's life, we calculate and communicate its carbon footprint, conforming to an internationally recognized standard: ISO 14067 

To reduce our footprint, we need to measure it. The concise footprint results made available to you, provide full transparency on the complete lifecycle of the product. This is just one of our initiatives to help reduce our footprint.",Regular fit; Lace closure; Boost and Bounce midsole; Reduced carbon footprint; Direct injected TPU outsole; Padded tongue and heel; Weight: 275g; Midsole drop: 9mm (heel: 25mm / toe: 16mm); Imported; Product color: Dash Grey / Shadow Navy / Solar Green; Product code: GW9093, Grey Six / Silver Metallic / Beam Orange,145,4.5
2,ZX 22 BOOST Shoes,Men's Originals,6 colors,/us/zx-22-boost-shoes/GX7008.html,$120,,"Rooted in innovation, these adidas shoes rethink the progressive adidas ZX series, bringing in a degree of simplicity to the line's storied legacy. Suede overlays, reflective accents and molded TPU hardware details stand out on the sleek ripstop upper. The JET BOOST midsole brings energized comfort and stability to your every move.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",Lace closure; Ripstop upper with suede overlays; EVA midsole with JET BOOST drop-in; Textile lining; Rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Aluminium / Magic Beige / Silver Metallic; Product code: GX7008, Core Black / Core Black / Semi Impact Orange,17,3.9
3,NMD_R1 Shoes,Women's Originals,20 colors,/us/nmd_r1-shoes/GX1775.html,$150,,"In a constantly changing world, be part of the change for good. Join our mission to help end plastic waste by slipping on these adidas NMD_R1 shoes. All the signature staples of the NMDs are still there — from the sock-like knit upper to the plush BOOST midsole and iconic heel plugs. You're not just doing good with these sneakers; you're feeling and looking good too.",Lace closure; Stretch knit upper; Hugs the foot; Textile lining; BOOST midsole; Rubber outsole; Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester; Imported; Product color: Night Brown / Night Brown / Feather Grey; Product code: GX1775, Bright Orange / Bright Orange / Core Black,2374,4.5
4,Superstar Her Vegan Shoes,Women's Originals,40% off with code: cyber,/us/superstar-her-vegan-shoes/GY1900.html,$100,,"It goes without saying that starting your day with a little juice can make all the difference. These adidas Superstar shoes embrace the ""Make it juicy"" mentality — it's literally right there on the tongue label. Not only are they made from vegan materials, they also have juice ingredients illustrated on the sockliner, and the colors are a clear reference to some of our favorite natural flavors.",Regular fit; Lace closure; Rubber upper; Textile lining; Rubber outsole; Vegan alternative: At least 25% recycled content; Imported; Product color: Cloud White / Bliss Lilac / Almost Pink; Product code: GY1900,,2,5.0
5,Ultraboost 22 Shoes,Women's Running,24 colors,https://www.adidas.com/us/ultraboost-22-shoes/GX9147.html,$190,,"Make every run your best one yet. These adidas running shoes are loaded with tech to help you get the most out of every mile, from responsive BOOST cushioning to a Linear Energy Push system that keeps you going longer. To give these shoes a look all their own, we used a durable textile on the upper reminiscent of denim workwear.",Regular fit; Lace closure; Textile upper; BOOST midsole; Linear Energy Push system; Stretchweb outsole with Continental™ Better Rubber; Upper contains a minimum of 50% recycled content; Imported; Product color: Cloud White / Cloud White / Wonder Red; Product code: GX9147, Beam Pink / Core Black / Cloud White,937,4.7
6,Retropy F2 Shoes,Men's Originals,7 colors,https://www.adidas.com/us/retropy-f2-shoes/GW9356.html,$90,$77,"A play on the past, the adidas Retropy F2 Shoes explore nostalgia through a futuristic lens. We took inspiration from classic '80s running styles and then upped the game with fresh proportions and impactful design cues. Aside from the look, there's a reason these sneakers will become your everyday go-to — the durable textile upper and cushioned EVA midsole are all about those long days and nights, supporting your moves with absolute comfort.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",Lace closure; Textile upper with stitched suede and mesh overlays; Textile lining; EVA midsole; Rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Grey Five / Carbon / Collegiate Gold; Product code: GW9356, Grey Three / Core Black / Grey Five,121,4.7
7,X_PLR Shoes,Youth Originals,2 colors,https://www.adidas.com/us/x_plr-shoes/BY9879.html,$70,$56,"These juniors' shoes combine innovative running-inspired looks and supreme comfort. With a breathable mesh upper and textile lining, they feature an EVA midsole that provides lightweight cushioning. Matching 3-Stripes and heel patch keep this pair authentically adidas.",Breathable mesh upper; Comfortable textile lining; Reflective 3-Stripes and heel patch; Enjoy the comfort and performance of OrthoLite® sockliner; Compression-molded EVA midsole for lightweight cushioning; Rubber outsole; Textile and synthetic upper / Textile lining / Rubber outsole; Imported; Product color: Core Black / Core Black / Core Black; Product code: BY9879, Core Black / Core Black / Core Black,1194,4.7
8,,,,/us/web-boost-día-de-los-muertos-shoes/GW7274.html,,,"Honor the past while running towards the future. The colorful graphics on these everyday running shoes celebrate Día de los Muertos, when we remember loved ones who are no longer physically with us. Webbing on the tongue offers space to write the name of someone you want to think of as you move through your day. Energy-returning BOOST cushioning delivers all-day comfort, and adidas PRIMEKNIT provides a snug fit that flexes and supports you through every step.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Lace closure; adidas PRIMEKNIT synthetic upper; BOOST midsole; TPU heel counter; Rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Core Black / Cloud White / Impact Orange; Product code: GW7274,,33,3.7
9,,,,/us/adizero-rc-4-shoes/GX8157.html,,,"You strive to get better with each and every run. Race day or fartlek workout, these adidas shoes are designed to help you make your goals reality. Lightweight Lightstrike cushioning is comfortable and resilient. TORSIONRODS deliver snappy propulsion to keep you moving toward the finish.",Regular fit; Lace closure; Lightweight mesh upper; Locked-down feel; TORSIONRODS increase force transfer; Lightstrike cushioning; Weight: 8 ounces; Midsole drop: 8 mm (heel: 27 mm / forefoot: 19 mm); Rubber outsole; Upper contains a minimum of 50% recycled content; Product color: Core Black / Cloud White / Grey Six; Product code: GX8157,,15,3.9
10,,,,/us/adidas-x-disney-suru365-miss-piggy-muppets-slip-on-shoes/GY9100.html,,,"Statement shoes for little superstars. From the bows on the straps to the hot-pink color, these infants' adidas sneakers are inspired by Disney's Miss Piggy and flash an embroidered piggy graphic on the side. They slide on and off easily and have a robust, comfy outsole to match the energy of even the most spirited toddlers. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Wide fit; Hook-and-loop closure; Textile upper; Textile lining; Rubber outsole; ©Disney; Upper contains a minimum of 50% recycled content; Imported; Product color: Bliss Pink / Pulse Magenta / Cloud White; Product code: GY9100,,11,4.2
11,,,,/us/trainer-v-shoes/GW4056.html,,,"These adidas shoes combine a stable fit and an airy feel for comfort as you kick off your daily training. A flexible upper provides a snug fit with just the right amount of stretch, while lightweight cushioning underfoot delivers comfort from the first step of your day to the last.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Lace closure; Flexible knit upper with stretch; Snug feel; Bounce midsole; Rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Core Black / Pulse Blue / Halo Silver; Product code: GW4056, Carbon / Iron Metallic / Impact Yellow,222,4.6
12,,,,/us/activeride-2.0-marimekko-sport-running-slip-on-shoes/GW7152.html,,,"Running shoes that walk the line between sport and style. These juniors' adidas sneakers layer the iconic 3-Stripes over a distinctive Marimekko print. And the elastic straps keep the look sleek. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Slip-on with elastic strap; Mesh and synthetic upper; EVA unitsole; Textile lining; Marimekko graphic; Upper contains a minimum of 50% recycled content; Imported; Product color: Purple Tint / Cloud White / Collegiate Navy; Product code: GW7152, Purple Tint / Cloud White / Collegiate Navy,23,4.3
13,,,,/us/lite-racer-adapt-5.0-shoes/GX6784.html,,,"These adidas shoes are the quickest way to step outside without losing style points. With their unexpected color combinations and sporty webbed laces, they instantly add flash to simple outfits. The Cloudfoam cushioning feels superlight and comfy, whether you style them up with denim or slip them on with swim shorts. 
 
Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Pull-on construction; Textile upper; Lightweight feel; Cloudfoam sockliner; Textile lining; Synthetic outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Core Black / Core Black / Grey Six; Product code: GX6784, Cloud White / Core Black / Cloud White,100,4.7
14,,,,/us/nmd-360-shoes/HP9666.html,,,"Life moves fast. So do they. Support toddlers' excitement for adventure with an easy-to-move-in pair of adidas shoes like these. Flexible cushioning adapts to the action, and the slip-on design is all about ease. And let's not forget about style. They'll look good everywhere from the playground to the grocery store.",Regular fit; Slip-on; Textile upper; Textile lining; Adifit length-measuring insole; OrthoLite® and Fitfoam sockliners; EVA outsole; Imported; Product color: Bliss Lilac / Bliss Lilac / Cloud White; Product code: HP9666,,3,5.0
