,title,subtitle,num_colors,url,price,reduced_price,description,details,colors,n_reviews,avg_stars
0,QT Racer 3.0 Shoes,Women's Essentials,7 colors,/us/qt-racer-3.0-shoes/GV9015.html,$70,$35,"Everyone needs a pair of simple, playful shoes. These adidas QT Racers combine modern looks with comfort that's ahead of the curve. They feature Cloudfoam cushioning and a memory foam sockliner for a pillowy place to park your feet. And they'll feel soft when you're moving too.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",, Cloud White / Bliss Orange / Zero Metalic,18,4.4
1,Puremotion Adapt Shoes,Women's Essentials,4 colors,/us/puremotion-adapt-shoes/FX7326.html,$70,$42,"Built for running. Revitalized for style. Sharp and simple, meet clean and laceless. These adidas running-inspired shoes have a textile upper and elastic straps for a minimalist look. The snug, sock-like feel keeps you light on your feet. Cut what's unnecessary, keep the attitude.",, Core Black / Cloud White / Grey Five,2039,4.5
2,Racer TR21 Shoes,Women's Essentials,3 colors,/us/racer-tr21-shoes/GZ1992.html,$75,$38,"Bring the comfort and athletic style of a running shoe to your daily routine. These adidas shoes keep you going when you're on your feet all day, thanks to the lightweight feel of the flexible textile upper. A molded heel counter provides an extra level of support. The Cloudfoam Super midsole offers superior cushioning from the minute you lace them up.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",, Core Black / Silver Metallic / Bliss Orange,620,4.6
3,Predator Freak.3 Firm Ground Soccer Cleats,Soccer,Firm Ground,/us/predator-freak.3-firm-ground-soccer-cleats/FY1030.html,$80,$40,"You can't change the game till you let the game change you. Every match is a chance to be bigger, better. More in control. Unleash your full force of nature in Predator Freak. These adidas firm ground soccer cleats keep you stable with a supportive mid-cut design. 3D-printed Demonscale elements dominate the coated mesh upper to improve your mastery of the ball.",,,542,4.4
4,Lite Racer 3.0 Shoes,Men's Essentials,3 colors,/us/lite-racer-3.0-shoes/GW7954.html,$55,$33,"Walking is an essential part of daily life. Comfort should be too. Enjoy every step you take in these adidas shoes. Inspired by classic running shoes, they have plush Cloudfoam cushioning and a snug fit. Plus, 3-Stripes style. Do you even need any other shoes?",, Core Black / Core Black / Grey Six,294,4.5
5,NMD_R1 TR Shoes,Men's Originals,3 colors,https://www.adidas.com/us/nmd_r1-tr-shoes/GX2096.html,$150,$90,"The unofficial sneaker of city explorers, the adidas NMD shoes get a little update with this pair inspired by the trails. You can slip them on and off in seconds, thanks to a speed-lacing system. And you can cruise confidently through city streets with mud guards that help repel grit. Of course, it wouldn't be an NMD without technologies from the running world. BOOST cushioning and a stretchy knit upper wrap your feet in comfort. 

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.",, Metal Grey / Metal Grey / Impact Orange,9,3.1
6,Terrex Trailrider Trail Running Shoes,Men's TERREX,2 colors,https://www.adidas.com/us/terrex-trailrider-trail-running-shoes/GW5534.html,$110,$66,"Lace up and take your run beyond the tarmac. These adidas Terrex trail running shoes are built for comfort and durability in rough terrain. Lightstrike cushioning and a rock protection plate keep you cruising through rugged, uneven ground with confidence. A Continental™ Rubber outsole adds exceptional grip across roots, rocks and dirt, wet or dry. Synthetic overlays extend durability, and a gusseted tongue seals out debris to keep you on the move in any terrain.",, Core Black / Grey Four / Solar Red,7,4.3
7,NMD_R1 Shoes,Women's Originals,3 colors,https://www.adidas.com/us/nmd_r1-shoes/HQ7104.html,$150,,"Adventure awaits around every corner. You don't even have to know where to find it. Stay open, and it finds you. These adidas NMD_R1 Shoes are ready for whatever the day throws your way, keeping you feeling good through it all with plush BOOST cushioning and a flexible, supportive knit upper. The signature midsole plugs get done up with a metallic finish, which matches the logos and lace jewel.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.",, Core Black / Core Black / Wild Brown,249,4.3
8,,,,/us/adidas-adilette-comfort-x-lego-slides/GV8233.html,,,"Give kids laid-back comfort from the pool deck to the couch with these adidas slides. The synthetic leather upper is practical with a premium look, while the contoured footbed cushions every step they take. LEGO® style brings together playful color combinations for a bold and unique look.",, Eqt Yellow / Core White / Green,71,4.8
9,,,,/us/lite-racer-adapt-4.0-shoes/Q47209.html,,,"Active kids need sneakers that can keep up. These kids' adidas shoes are inspired by classic running style, and they slip on and off easily as they run outside, inside and back outside again. A Cloudfoam midsole and a mesh upper elevate the comfort and breathability, so they can get after it all day long.",, Royal Blue / Cloud White / Pulse Blue,458,4.6
10,,,,/us/zntasy-capsule-collection-shoes/GZ2315.html,,,"These adidas tennis-style shoes are inspired by the past but made for the not-so-distant future. And the LIGHTMOTION+ tech is great for an everyday, cushioned feel. So go ahead and wear them with everything. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",, Cloud White / Cloud White / Bright Red,24,4.3
11,,,,/us/adidas-x-disney-advantage-muppets-hook-and-loop-shoes/GY6586.html,,,"Now your little one will always have their favorite characters with them. These infants' adidas sneakers are decorated with Disney's Kermit the Frog and Elmo. With their colorful straps, perforated 3-Stripes and speckled outsole, the shoes are sporty and fun all the way around. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",,,14,4.9
12,,,,/us/supernova-2-running-shoes/GY1772.html,,,"Who says running needs to be uncomfortable? These shoes are designed to help you run comfortable every time, on any terrain. From a precisely balanced mix of Bounce and increased Boost in the midsole to a new padded tongue and heel patch construction, experience comfort with every step. 

Supernova 2 is now made with a lower carbon footprint of 10% compared to the 2020 Supernova. From raw material extraction, processing, packaging, all the way to the end of product's life, we calculate and communicate its carbon footprint, conforming to an internationally recognized standard: ISO 14067 

To reduce our footprint, we need to measure it. The concise footprint results made available to you, provide full transparency on the complete lifecycle of the product. This is just one of our initiatives to help reduce our footprint.",, Grey Six / Silver Metallic / Beam Orange,145,4.5
13,,,,/us/adilette-comfort-slides/GX4303.html,,,"A modern take on an adidas classic. These slides keep your feet wrapped in comfort while adding a bold style statement to any outfit. Pair them with tights and a workout tank top for a cozy fit on the way to the pool or yoga studio, or with your favorite denim and crop top for an athletic-casual vibe. A 3-Stripes graphic over the top strap keeps your look rooted in sport.",, Signal Orange / Signal Orange / Vivid Berry,4941,4.8
14,,,,/us/nizza-shoes/CQ2333.html,,,"Slam dunk your street style. These adidas Nizza Shoes are a reissue of the classic 1978 B-ball trainers. The canvas upper keeps it real, and real soft. The signature toe bumper polishes off the look. Game on.",, Core Black / Cloud White / Cloud White,1641,4.7
15,,,,/us/zntasy-capsule-collection-shoes/GZ2294.html,,,"Whether your priority is fashion or function, everyone can agree on these adidas sneakers. Behind the stylishly muted colors, the shoes are packed with speed-boosting technology. The Lightstrike cushioning helps propel you forward, while the rubber cupsole is firm yet flexible. Style, meet speed. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",, Cloud White / Cloud White / Bright Red,26,4.5
16,,,,/us/kaptir-2.0-shoes/Q47217.html,,,"Some kids love running. Others just like the look. These kids' adidas running-inspired sneakers are the best of both worlds. A knit upper provides flexibility, and the sculpted Cloudfoam midsole is pillow soft.",,,114,4.5
17,,,,/us/racer-tr21-shoes/GZ7219.html,,,"These adidas shoes for kids combine a breathable mesh upper, springy Cloudfoam cushioning and a supportive heel piece for all-around comfort. Stylish details like tonal 3-Stripes and a flash of color at the outsole add the finishing touches to the running-inspired look.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",,,10,4.4
18,,,,/us/hoops-3.0-mid-classic-shoes/GW5455.html,,,"Pick up your dry cleaning or chill in the park with your pals. Dress in track pants or chinos. Wear whatever you want as you do all of your everyday deeds in style and comfort in these adidas shoes. The iconic 3-Stripes on the synthetic leather upper, plus a rubber cupsole underneath, create a heritage vibe.",, Cloud White / Cloud White / Gold Metallic,4,4.5
19,,,,/us/fluidflow-2.0-shoes/GW4015.html,,,It doesn't really matter whether or not a run is in the cards for the day. An ultra-breathable feel and cushy midsole that energizes give these adidas running shoes an edge. Hit the pavement or hit the town. You've got the kicks for whatever unfolds.,, Cloud White / Almost Pink / Bliss Orange,411,4.6
20,,,,/us/retropy-f90-shoes/HP8045.html,,,"We went all out with the comfort for these adidas Retropy F90 shoes. That's in large part to the super-soft EVA midsole, plus let's not forget the Torsion System for stability. Both come together to set you up to feel good day in and day out. A trifecta of nubuck, suede and mesh take over the upper — giving a nod to their vintage roots.",, Almost Blue / Crystal White / Bliss Orange,,
21,,,,/us/adilette-shower-slides/GZ5927.html,,,"From the pool deck to the shower to the couch, these slides are made for the work-hard-rest-hard lifestyle. The slip-on construction gives you a snug fit that's easy to kick on and off as needed. Lightweight cushioning keeps your feet cradled in all-day comfort. The adidas script logo adds an extra touch of class to the iconic Adilette look.",, Clear Pink / Clear Pink / Super Pop,590,4.7
22,,,,/us/retropy-e5-shoes/H03075.html,,,"You're not confined by expectations, definitions or eras. Mix it up in these adidas shoes. Equal parts old and new, they have a retro-inspired look that comes from the '70s running archives, plus Boost cushioning for some cutting-edge tech from today. Feel the energy and rep the vintage style.",, Focus Olive / Core White / Beam Orange,838,4.7
23,,,,/us/stan-smith-shoes/FX5500.html,,,"Timeless appeal. Effortless style. Everyday versatility. For over 50 years and counting, adidas Stan Smith Shoes have continued to hold their place as an icon. This pair shows off a fresh redesign as part of adidas' commitment to use only recycled polyester by 2024. With a vegan upper and an outsole made from rubber waste, they still have iconic style, they're just made with the planet in mind.

This product is made with vegan alternatives to animal-derived ingredients or materials. It is also made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.",, Pantone / Cloud White / Core Black,13045,4.7
24,,,,/us/superstar-shoes/HP5498.html,,,"Let your shoes make the statement for you. From the hardwood to the hip hop stage, the adidas Superstar sneakers have solidified their place as an icon. This pair mixes classic design with a touch of the modern era. 

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",, Core Black / Core Black / Core Black,2589,4.7
25,,,,/us/farm-rio-x-vulc-raid3r-shoes/GW9184.html,,,"Bold, bright and vintage-inspired. When your toes aren't in the sand, lace up these adidas skate-style sneakers. Made in collaboration with Brazil-based clothing company FARM Rio, they have a canvas upper done up in an earthy floral print that will instantly transport you to the park or beach — in your imagination or otherwise. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",, Mystery Blue / Hi-Res Yellow / Cloud White,6,5.0
26,,,,/us/terrex-agravic-flow-2.0-gore-tex-trail-running-shoes/H03184.html,,,"Wet, muddy trails are part of the experience, but wet feet don't need to be. Enjoy dry feet and a superlight feel as you move from road to trail and back in these adidas trail running shoes. A breathable GORE-TEX membrane seals out wet conditions while ultralight Lightstrike cushioning encourages speed and agility over rough terrain. Confident traction across wet and dry ground is a given with the lugged Continental™ Rubber outsole.",, Core Black / Grey Four / Cloud White,59,4.2
27,,,,/us/ozweego-celox-shoes/GV8890.html,,,"Lace into these juniors' adidas OZWEEGO Celox shoes and feel limitless. Based on designs from the past and infused with modern tech to look like the future, they're comfortable enough to wear with sweat pants and bold enough to step things up a notch. Basically, whoever you decide to be today — these shoes enhance it.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",,,2,5.0
28,,,,/us/adidas-4dfwd-x-parley-shoes/GX6604.html,,,"The adidas 4DFWD is a running shoe designed to move you forward. With every stride, the 3D-printed 4D midsole redirects impact energy into forward motion. The result? A smooth forward ride that feels more like gliding than stop-and-go pounding on pavement.

Educate and act. Head to Parley for the Oceans website to find out more, sign up and get involved at adidas.com/parley.",, Shadow Navy / Cloud White / Impact Orange,2,4.5
29,,,,/us/nmd-360-shoes/GY9161.html,,,"The backyard. The park. The city. Kids find adventure everywhere. Set them up to explore in these kids' adidas shoes. The design is based on running shoes from the '80s, so it's definitely up to the task of zooming and playing through the day. Flexible EVA cushioning is all about comfort, while the midsole plugs have style on lock. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",,,,
30,,,,/us/adilette-comfort/GX7219.html,,,,, Core Black / Core White / Grey Six,9740,4.7
31,,,,/us/eq21-run-shoes/GY2209.html,,,Log miles in confidence with these adidas running shoes. The breathable upper lets your feet stay fresh on long runs. Lightweight cushioning keeps a comfortable spring in your step from the first toe-off to the final heel strike.,, Core Black / Bliss Orange / Bliss Pink,707,4.5
