,title,subtitle,num_colors,url,price,description,details,colors,n_reviews,avg_stars,reduced_price
0,Tyshawn Shoes,Men's Originals,5 colors,/us/tyshawn-shoes/GY6949.html,$90,"Tyshawn Jones is the epitome of city style and his signature shoe is the embodiment of that drive, swagger and edge. With nods to his New York roots and court culture, the Tyshawn signature shoes are constructed with premium materials, cupsole support, a flexible midsole wrap and a high-grade EVA midsole to provide the durability, stability, comfort and control for modern skateboarding.",Regular fit; Lace closure; Suede upper; Adituff toe; Memory foam lining; Adiprene sockliner; EVA midsole and rubber outsole; Imported; Product color: Cloud White / Cloud White / Shadow Navy; Product code: GY6949, Core Black / Cloud White / Gold Metallic,325,4.6,
1,4DFWD Pulse 2 Shoes,Women's Running,6 colors,/us/4dfwd-pulse-2-shoes/GY1649.html,$160,"Run smooth with these adidas shoes, created using state-of-the-art 3D printing technology, with incredible smoothness, guiding your strides for a more fluid run. The 4DFWD heel is angled to increase impact absorption. Working together with the EVA midsole, this unique design translates into a smooth heel transition at the moment of touchdown while the 3 layered upper is engineered for seamless stretchable support for lateral and linear movements. A rubber outsole provides superb traction for a confident stride. Made in part with recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Lace closure; Engineered mesh upper; Textile lining; 3D-printed 4DFWD midsole; Imported; Product color: Magic Mauve / Zero Metalic / Ecru Tint; Product code: GY1649, Off White / Zero Metalic / Bliss Orange,3,4.3,
2,Tour360 22 Golf Shoes,Men's Golf,6 colors,/us/tour360-22-golf-shoes/GV7247.html,$180,"Take your performance to the next level in these adidas golf shoes. They're made with a BOOST midsole for energy return and enhanced comfort. The 360Wrap design locks in and supports your feet through 18 holes and beyond. An INSITE® sockliner offers cushioning for optimal fit and balance, and the SPIKEMORE traction outsole provides solid grip throughout your entire round.",Ergonomic fit; Leather upper with padded collar; 360Wrap support; INSITE® sockliner; Dual stack BOOST midsole; SPIKEMORE traction and six-spike TPU outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Cloud White / Collegiate Navy / Silver Metallic; Product code: GV7247, Cloud White / Core Black / Blue Rush,183,4.1,
3,Box Hog 4 Shoes,Boxing,6 colors,/us/box-hog-4-shoes/GZ6116.html,$120,"Tried and trusted. No stranger to the gym or the ring, adidas Box Hog boxing shoes keep your intensity high thanks to their breathable mesh upper and inner reinforcements. A die-cut EVA midsole wedge supports your midfoot for a stable stance. Underneath, the multidirectional outsole grips the mat for lightning-quick footwork.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Lace closure; Textile upper; Rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Core Black / Gold Metallic / Grey Six; Product code: GZ6116, Royal Blue / Off White / Impact Orange,73,4.6,$60
4,Advantage Court Lifestyle Shoes,Men's Essentials,4 colors,/us/advantage-court-lifestyle-shoes/GW9305.html,$70,"Bring some throwback vibes to your daily look with these adidas shoes. The synthetic leather upper is durable, yet soft for a comfortably snug fit. Perforated 3-Stripes and a rubber outsole complete the iconic, tennis-inspired look.

Made with a series of recycled materials, the upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Lace closure; Synthetic leather upper; Cloudfoam Comfort sockliner; Textile lining; Rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Cloud White / Cloud White / Pulse Blue; Product code: GW9305, Cloud White / Cloud White / Pulse Blue,148,4.6,
5,The Gravel Cycling Shoes,Cycling,2 colors,https://www.adidas.com/us/the-gravel-cycling-shoes/GX1664.html,$180,"The Gravel Shoe is the latest addition to the adidas Cycling family. Designed from the ground up to bring road performance and city styling to new territory, as you explore off-road. Featuring a recessed 2-bolt SPD cleat compatible outsole with TPU pods allow for easy walking off the bike and a lightweight, stiff construction to ensure power transfer to adventure further. Reinforced ripstop upper material is used for added protection and an internal sock helps to keep debris out of the shoe for all day comfort.",Regular fit; Lace closure; Reinforced synthetic upper with 3-Stripes; Roomy forefoot; Two-bolt cleat compatibility; Sock-like fit with snug integrated cuff; Synthetic outsole with TPU walking pods; Upper contains a minimum of 50% recycled content; Imported; Product color: Beige Tone / Core Black / Beam Yellow; Product code: GX1664, Core Black / Cloud White / Grey Five,117,4.4,$90
6,4DFWD 2 Shoes,Women's Running,7 colors,https://www.adidas.com/us/4dfwd-2-shoes/GX9265.html,$200,"adidas 4DFWD 2 redefines forward motion combining the unique, groundbreaking innovation of a 3D printed midsole with a new upper construction and a Continental outsole for extra grip. With every stride, the adidas 4DFWD 2 midsole compresses forward, reducing braking forces and transforming the impact energy into forward motion. The result is a smooth ride with less stop-and-go pounding on pavement. The Continental outsole grippy rubber outsole provides traction on wet and dry surfaces to keep you going in all conditions, and the adidas PRIMEKNIT+ upper wraps the foot with a new fit that enhances movement.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Lace closure; Combination of adidas PRIMEKNIT+ and engineered mesh; Sock-like fit; 3D-printed 4DFWD midsole; Continental™ Rubber outsole; Imported; Product color: Magic Mauve / Wonder Mauve / Wonder Red; Product code: GX9265, Magic Mauve / Wonder Mauve / Wonder Red,27,4.8,
7,Adizero Cleats,Men's Football,10 colors,https://www.adidas.com/us/adizero-cleats/GZ6912.html,$120,"When the competition heats up on the gridiron, keep your cool with these adidas football cleats. The mesh upper is breathable so your feet stay feeling fresh all game long, while TPU overlays add lightweight durability. The studded TPU outsole delivers dependable traction as you plow through the line of scrimmage.",Lace closure; Mesh upper with TPU overlays; Textile lining; Studded TPU outsole; Imported; Product color: Cloud White / Team Navy Blue 2 / Cloud White; Product code: GZ6912, Core Black / Core Black / Grey Five,121,4.5,$72
8,,,,/us/copa-nationale-shoes/GY6916.html,,"Inspired by adidas' bold indoor football heritage, the Copa Nationale is a tech-forward shoe that pushes design and performance for skateboarding. An advanced shoe with modern design, the Copa Nationale offers a flexible cupsole construction for grip and boardfeel, a high-grade EVA midsole, and molded Adiprene sockliner offers stability and a responsive fit. The abrasion-resistant Adituff toe reinforcement offers durability with a sleek, football-inspired design aesthetic.",Regular fit; Lace closure; Abrasion-resistant Adituff toe; Adiprene cushioning; High-grade EVA midsole; Low-profile flexible cupsole; Imported; Product color: Core Black / Cloud White / Gold Metallic; Product code: GY6916, Core Black / Cloud White / Gold Metallic,244,4.6,
9,,,,/us/hyperturf-shoes/GX4487.html,,"Wander the city in style borrowed from the great outdoors. The adidas Hyperturf Shoes set you up with comfort as you explore new streets or hike to your favorite coffee shop. Ripstop, nubuck, suede and mesh all come together to create a durable upper. Lightweight EVA cushioning combines with Adiprene+ and FORMOTION so every step feels soft and supported.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.","Regular fit; Lace closure; Ripstop, nubuck, suede and mesh upper; EVA midsole; Adiprene+ in forefoot and FORMOTION in heel; Rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Almost Yellow / Clear Blue / Shadow Olive; Product code: GX4487", Grey Five / Grey One / Beam Orange,,,
