,title,subtitle,num_colors,url,price,description,details,colors,n_reviews,avg_stars,reduced_price
0,NMD_V3 Shoes,Men's Originals,21 colors,/us/nmd_v3-shoes/GX2086.html,$160,"A play on transparency, these adidas NMD_R1 V3 Shoes continue to build on the NMD franchise's signature expression of tactical tech. Here's what you need to know about the BOOST cushioning: it makes every step feel supported. Which is great, since you take a lot of them throughout the day. The other thing to know is that it's partially encapsulated in TPU, met by TPU heel plugs that signal that these are in fact NMD sneakers. 

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.",Lace closure; Mesh and TPU upper; Textile lining; BOOST midsole; Rubber outsole; Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester; Imported; Product color: Crystal White / Cloud White / Blue Rush; Product code: GX2086, Grey One / Off White / Halo Silver,38,4.5,
1,Lite Racer Adapt 4.0 Shoes,Men's Essentials,7 colors,/us/lite-racer-adapt-4.0-shoes/GY8578.html,$70,"Slip on and go. These versatile running-inspired shoes are made to help you get out the door quickly. The elastic strap gives you a locked-down feel when you're moving at top speed. Soft Cloudfoam cushioning is for lasting comfort when you're on your feet for longer than expected. 

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",Regular fit; Slip-on design with elastic strap; Textile upper; Textile lining; TPU heel piece; Cloudfoam midsole; Synthetic outsole; Primegreen; Imported; Product color: Focus Olive / Core Black / Cloud White; Product code: GY8578, Carbon / Core Black / Chalk White,898,4.5,$60
2,Adilette Comfort Slides,Yoga,19 colors,/us/adilette-comfort-slides/GZ5891.html,$35,"Whether you're heading to the locker room after an intense gym session or at home recovering on the couch, these slides keep your feet wrapped in lightweight comfort. Pair them with socks and shorts for your post-workout look or with your favorite swimwear for the ultimate beach vibe. The adidas 3-Stripes design completes your sport style.",Regular fit; Slip-on construction; Synthetic upper; Textile lining; Lightweight cushioning; Contoured footbed; EVA outsole; Imported; Product color: Core Black / Cloud White / Core Black; Product code: GZ5891, Core Black / Core White / Grey Six,9748,4.7,$30
3,NMD_R1 Shoes,Women's Originals,3 colors,/us/nmd_r1-shoes/HQ7104.html,$150,"Adventure awaits around every corner. You don't even have to know where to find it. Stay open, and it finds you. These adidas NMD_R1 Shoes are ready for whatever the day throws your way, keeping you feeling good through it all with plush BOOST cushioning and a flexible, supportive knit upper. The signature midsole plugs get done up with a metallic finish, which matches the logos and lace jewel.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.",Lace closure; Textile upper; Snug feel; BOOST midsole; Textile lining and sockliner; Rubber outsole; Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester; Imported; Product color: Core Black / Core Black / Rose Gold Metallic; Product code: HQ7104, Core Black / Core Black / Wild Brown,249,4.3,
4,Supernova 2 Running Shoes,Women's Running,5 colors,/us/supernova-2-running-shoes/GZ6939.html,$100,"Who says running needs to be uncomfortable? These shoes are designed to help you run comfortable every time, on any terrain. From a precisely balanced mix of Bounce and increased Boost in the midsole to a new padded tongue and heel patch construction, experience comfort with every step. 

Supernova 2 is now made with a lower carbon footprint of 12% compared to the 2020 Supernova. From raw material extraction, processing, packaging, all the way to the end of product's life, we calculate and communicate its carbon footprint, conforming to an internationally recognized standard: ISO 14067 

To reduce our footprint, we need to measure it. The concise footprint results made available to you, provide full transparency on the complete lifecycle of the product. This is just one of our initiatives to help reduce our footprint.",Regular fit; Lace closure; Boost and Bounce midsole; Reduced carbon footprint; Direct injected TPU outsole; Padded tongue and heel; Weight: 8 ounces (size 7); Midsole drop: 9mm (heel: 25mm / toe: 16mm); Imported; Product color: Cloud White / Silver Metallic / Cloud White; Product code: GZ6939, Ecru Tint / Night Metallic / Solar Green,33,4.7,
5,Superstar Shoes,Children Originals,4 colors,https://www.adidas.com/us/superstar-shoes/EF5394.html,$70,"From the basketball court to the classroom. Everyone deserves a pair of adidas Superstars Shoes. This kids' version celebrates 50 years of the classic shell-toe design. From the distinctive serrated 3-Stripes to the comfortable rubber cupsole, this anniversary edition honors an icon. Whether they sport all white, all black or something in between, these shoes keep little ones looking fresh.",Lace closure; Leather upper; Iconic leather sneakers for daily wear; Molded sockliner; Adifit length-measuring insole; Imported; Product color: Core Black / Cloud White / Core Black; Product code: EF5394, Core Black / Cloud White / Core Black,440,4.8,
6,ZNSORED HI Shoes,Essentials,3 colors,https://www.adidas.com/us/znsored-hi-shoes/GZ2291.html,$90,"Box-fresh or broken in. These adidas skate-style shoes look good either way. Resting on a durable rubber outsole, the mid-cut upper is crafted from canvas and suede. A padded collar combines with LIGHTMOTION+ cushioning to keep your feet wrapped in comfort. Simply team them with crop or tapered pants.

Our cotton products support more sustainable cotton farming.",Regular fit; Lace closure; Canvas upper; LIGHTMOTION+ cushioning; Textile lining; Rubber outsole; Supports the Better Cotton Initiative; Imported; Product color: Crystal White / Cloud White / Cloud White; Product code: GZ2291, Crystal White / Cloud White / Cloud White,42,4.9,
7,Adilette TND Slides,Sportswear,13 colors,https://www.adidas.com/us/adilette-tnd-slides/GX9710.html,$40,"Inspired by the beloved adidas classic, these Adilette slides bring versatile comfort and sporty style to any occasion. The hook-and-loop top strap adjusts easily for a snug fit, while the quick-dry footbed is right at home from the pool deck to the locker room to the beach. A unique design shows some love to the Mexican Football Federation.",Regular fit; Hook-and-loop strap; EVA upper; Cloudfoam footbed; Textile lining; EVA outsole; Imported; Product color: Vivid Green / Cloud White / Scarlet; Product code: GX9710, Core Black / Cloud White / Light Blue,271,4.7,$32
8,,,,/us/superstar-shoes/GX1934.html,,"Consider all the legends who've laced into the adidas Superstar shoes over the decades. B-ball pros. Hip hop icons. Trendsetters. You. The list goes on and on. Amped up with camo-print accents, this pair has more attitude than ever. It's a good thing the clean, vintage style pairs with everything from track suits to crisp slacks, because they're just asking to be worn on repeat. 

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",Regular fit; Lace closure; Leather upper; Textile lining; Rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Cloud White / Wonder Steel / Cloud White; Product code: GX1934, Core Black / Core Black / Core Black,2604,4.7,
9,,,,/us/lite-racer-3.0-shoes/GW7954.html,,"Walking is an essential part of daily life. Comfort should be too. Enjoy every step you take in these adidas shoes. Inspired by classic running shoes, they have plush Cloudfoam cushioning and a snug fit. Plus, 3-Stripes style. Do you even need any other shoes?",Lace closure; Textile upper; Cushioned feel; Textile lining; Cloudfoam midsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Core Black / Core Black / Grey Six; Product code: GW7954, Core Black / Core Black / Grey Six,295,4.5,
