,title,subtitle,num_colors,url,price,description,details,colors,n_reviews,avg_stars,reduced_price
0,Adizero Afterburner NWV Cleats,Men's Baseball,9 colors,/us/adizero-afterburner-nwv-cleats/HP2179.html,$140,"When there's 90 feet between you and glory, there's no room for an inch of hesitation. Whether you plan to steal second or take the wide turn for extra bases, these adidas baseball cleats have that superlight feel to let you run free. A LIGHTLOCK upper secures your feet while the Lightstrike midsole cushions upon impact without adding weight. Now you can make that highlight-reel catch or turn on the jets to give your team the edge.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",Regular fit; Lace closure; LIGHTLOCK upper; Sock-like fit; Lightstrike midsole; Cleated synthetic outsole; Textile lining; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Team Light Grey / Cloud White / Cloud White; Product code: HP2179, Impact Orange / Beam Orange / Pulse Lilac,9,5.0,
1,Five Ten Crawe Climbing Shoes,Men's Five Ten,,/us/five-ten-crawe-climbing-shoes/EG2370.html,$190,"Bouldering or sport routes, the Five Ten Crawe Climbing Shoes support technical climbing with moderate downturn and medium stiff midsole. The semi-aggressive foot position balances power and comfort.","Concave toebox; Hook-and-loop closure; Synthetic microfiber upper; Snug, sock-like feel; Bouldering and sport climbing shoe; Medium-stiff midsole; Stealth® HF on heel; Imported; Product color: Core Black / Cloud White / Solar Red; Product code: EG2370",,15,4.1,$152
2,Rovermule Adventure Shoes,Men's Originals,2 colors,/us/rovermule-adventure-shoes/GW1845.html,$150,"The adidas Rovermule shoes combine design inspiration from the 2000s and from our outdoor archives, emerging with a distinctive look that can't be missed. A neoprene upper is finished with the 3-Stripes. It rides on a rugged rubber outsole. With a collapsible heel, they can be worn as mules or sneakers.",Textile upper; Textile lining; Collapsible heel; Speckled outsole; Rubber outsole; Imported; Product color: Core Black / Carbon / Grey; Product code: GW1845, Core Black / Carbon / Grey,5,3.6,
3,Adizero Afterburner 8 Cleats,Men's Baseball,7 colors,/us/adizero-afterburner-8-cleats/H00979.html,$100,"Light on weight, long on comfort. These adidas baseball cleats are tailored for speed. The Sprintskin upper delivers elevated support, while the Lightstrike midsole offers superlight cushioning, relieving cleat pressure to keep you flying.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",Lace closure; Sprintskin upper; Lightweight; Textile upper; Lightstrike midsole; Cleated synthetic outsole; Imported; Product color: Team Light Grey / Cloud White / Silver Metallic; Product code: H00979, Royal Blue / Cloud White / Cloud White,48,4.6,
4,adizero Afterburner NWV TPU,Men's Baseball,2 colors,/us/adizero-afterburner-nwv-tpu/GZ6513.html,$140,,Imported; Product color: Cloud White / Gold Metallic / Gold Metallic; Product code: GZ6513, Cloud White / Gold Metallic / Gold Metallic,,,
5,Adifom SLTN Shoes,Men's Originals,9 colors,https://www.adidas.com/us/adifom-sltn-shoes/HP6483.html,$100,"When comfort is your number-one priority, these adidas shoes deliver. They wrap your feet in it, from the pockets of foam in the lining to the foam upper. They look good too. Design from the archives combines with modern influences to keep things simple, sleek and super versatile. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Lace closure; Foam upper; Foam pockets in lining; Textile lining; Rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Orbit Green / Focus Olive / Shadow Olive; Product code: HP6483, Legend Ink / Legend Ink / Solar Red,34,4.6,
6,Adilette Slides,Women's Originals,11 colors,https://www.adidas.com/us/adilette-slides/GZ3751.html,$60,"Love it or hate it, sandals with socks is an iconic pairing. Even more iconic? These adidas Adilette slides with the 3-Stripes. We've refined their classic look with soft velvet so you can feel cozy when temperatures get chilly. The perfect weekend companion for lounging around at home while staying super snug.",Slip-on; Velvet bandage upper; Textile lining; Synthetic outsole; Imported; Product color: Wonder White / Cloud White / Wonder White; Product code: GZ3751, Beam Orange / Cloud White / Gum,34,4.3,$39
7,SL20.3 Shoes,Men's Running,2 colors,https://www.adidas.com/us/sl20.3-shoes/GX6671.html,$120,"Your run is a sum of all the challenges you've overcome and all the goals you're chasing. Strive for progress every time you lace into these adidas running shoes. The upper is zoned for flex and support to give a secure feel through speed work and endurance training. Snappy Lightstrike cushioning helps you push the pace.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Lace closure; Textile upper; Lightstrike cushioning; Textile lining; Weight 8.7 ounces (size 9); Midsole drop: 8 mm (heel: 27 mm / forefoot: 19 mm); Rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Impact Orange / Cloud White / Pulse Lilac; Product code: GX6671, Impact Orange / Cloud White / Pulse Lilac,50,4.3,
8,,,,/us/hyperturf-shoes/GW6756.html,,"The outdoors isn't the only place for exploration. Just wandering the city is its own adventure. These adidas Hyperturf Shoes have you set for the streets with inspiration from the adidas outdoor archives. Durable materials all come together on the upper — ripstop, nubuck, suede and mesh. Underfoot you have a power combo of Adiprene+, soft EVA cushioning and FORMOTION for nonstop support.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.","Regular fit; Lace closure; Ripstop, nubuck, suede and mesh upper; Textile lining; Adiprene+ cushioning; FORMOTION; EVA midsole and rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Altered Blue / Core Black / Shadow Navy; Product code: GW6756", Grey Five / Grey One / Beam Orange,,,
9,,,,/us/solarmotion-spikeless-shoes/GX6422.html,,"Long summer days are meant to be spent on the course. Walk your rounds without ever thinking about your feet in the adidas Solarmotion spikeless golf shoes. A hybrid BOOST and Lightstrike midsole combines energy return with a super-light feel to keep you feeling fresh and focused through a full 18 holes and beyond. The secure, grounded feel of the Gripmore outsole lets you swing with confidence and transition to the clubhouse with ease. A breathable mesh upper keeps the air flowing and resists wet conditions for comfort that lets you focus on the game.",Regular fit; Lace closure; Waterproof film over textile upper; Slow resilient sockliner; Lightstrike cushioning; Gripmore® Traxion spikeless outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Bliss Orange / Beam Orange / Cloud White; Product code: GX6422, Cloud White / Silver Metallic / Linen Green,5,4.0,
