,label,title,subtitle,num_colors,price,reduced_price,url,description,colors,n_reviews,avg_stars
54,,Nike Winflo 8,Women's Road Running Shoes,3 Colors,$90,$69.97,https://www.nike.com/t/wio-8-womens-road-running-shoes-01GZh6/CW3421-005,"When you’ve discovered your stride and started to fall in love with running, you need a shoe that’ll be there for you through every puddle, pothole and personal record. With the same cushioning you’ve come to know and respect, the Winflo 8 offers a high-performance level of comfort for everyday training. There’s a little more pop and snappiness in the forefoot as well, for when you’re ready to kick into a higher gear.",White/Wheat/Gum Light Brown/Black; Black/Dark Smoke Grey/Light Smoke Grey/White; White/Black/Dark Smoke Grey/Metallic Silver,167.0,4.7
55,Customize,Nike Air Force 1 Low By You,Custom Men's Shoes,6 Colors,$130,,https://www.nike.com/u/custom-nike-air-force-1-low-by-you-10001371/1781641004,"Shine in satin, stay classic in canvas or get luxe with leather. No matter what you choose, these AF1s are all about you. 12 color choices and an additional gum rubber option for the sole mean your design is destined to be one of a kind—just like you.",,,
56,,Nike Free RN 2018,Women's Running Shoes,3 Colors,$100,$79.97,https://www.nike.com/t/free-rn-2018-womens-running-shoes-zE8Je3/942837-001,"The Nike Free RN 2018 delivers an even more adaptive fit than before. Stretch material in the upper moves with your foot, while the tri-star outsole pattern adjusts to your every step for a ride that delivers support and flexibility where you need it.",White/Black; Wolf Grey/White/Volt/White; Black/White,513.0,4.6
57,Best Seller,Nike Free Metcon 4,Women's Training Shoes,14 Colors,$120,,https://www.nike.com/t/free-metcon-4-womens-training-shoes-pxHVt9/CZ0596-010,"The Nike Free Metcon 4 combines flexibility with stability to help you get the most out of your training program. Updated ""chain-link"" mesh cools and flexes as you speed through agility drills, while support at the midfoot and heel braces you for your heaviest sets in the weight room.",Purple Smoke/Dark Smoke Grey/Metallic Gold/Metallic Copper; Black/Lapis/Doll/Yellow Ochre; Arctic Orange/Football Grey/Cave Purple/Ghost Green; Washed Teal/Black/Barely Green/Rush Orange; Dark Beetroot/Archaeo Pink/Black/White; Armory Navy/Mystic Navy/Ashen Slate/Phantom; Football Grey/Atomic Green/Mint Foam/Black; Sweet Beet/Pink Rise/White/Cave Purple; Black/Black/Volt/White; Valerian Blue/Black/Green Glow; Black/Burnt Sunrise/Pink Prime/Phantom; Photon Dust/Dynamic Turquoise/White/Yellow Strike; Summit White/Hyper Pink/White/Blackened Blue; White/Mint Foam/University Blue/Metallic Silver,246.0,4.6
58,,Nike Air Force 1 '07 High,Men's Shoes,2 Colors,$115,$106.97,https://www.nike.com/t/air-force-1-07-high-mens-shoes-XTJLXX/CT2303-100,"From sanded leather to classic coloring with a satin sheen, this Air Force 1 High '07 is everything you know best: crisp overlays, bold accents and the perfect amount of flash to let your shoe game shine. The padded, high-cut collar with classic hook-and-loop closure adds heritage comfort while perforations in the toe keep you cool.",Black/White; White/Black; Design your own Nike By You product,29.0,4.8
59,Sustainable Materials,Nike Air VaporMax 2021 FK,Men's Shoes,14 Colors,$210,$131.97,https://www.nike.com/t/air-vapormax-2021-fk-mens-shoes-NpTfFz/DV2114-001,"Made from at least 20% recycled materials by weight, this Nike Air VaporMax 2021 FK draws inspiration from hemp, a strong and durable natural textile fiber, to bring you a striking shoe packed with breathable support and responsive cushioning. Super stretchy, high-strength fibers in Nike Flyknit create a lightweight, sock-like upper, while heel-to-toe VaporMax Air helps put a bounce in your step.",Black/Orange Trance/Anthracite/Bright Crimson; Wolf Grey/Medium Blue/Dark Smoke Grey/Medium Blue; Volt/Photo Blue/Metallic Silver/Black; Phantom/University Blue/Team Orange/Vivid Green; White/Black/Anthracite/Kumquat; Black/Photo Blue/Bright Crimson/University Gold; White/Black/Metallic Silver/Photo Blue; Black/Black/Anthracite/Black; White/Light Madder Root/Light Marine/Black; Multi-Color/Pollen/Chlorine Blue/Black; White/Black/Metallic Silver/White; Light Bone/Summit White/Black/University Red; Light Bone/Phantom/Metallic Silver/Dark Atomic Teal; Game Royal/White/Anthracite/Black,1.0,5.0
60,Best Seller,Air Jordan 6 Retro,Shoes,1 Color,$200,,https://www.nike.com/t/air-jordan-6-retro-shoes-9VsdCQ/CT8529-141,"MJ's sixth signature shoe debuted during the 1990-1991 season as His Airness battled rivals in pursuit of an elusive first championship. Now, it's back in a variety of color schemes. Gear up for the 30th anniversary of the Air Jordan 6 with this timeless classic.",Shown: White/Midnight Navy,323.0,4.8
61,Best Seller,Nike Blazer Mid '77,Little Kids' Shoes,6 Colors,$75,,https://www.nike.com/t/blazer-mid-77-little-kids-shoes-Bnnf4k/DA4087-100,Your little baller can rule the sneaker game in the Nike Blazer Mid '77. The vintage look and comfortable feel help this court classic transcend the hardwood into a legend of street style.,Summit White/Coconut Milk/Honeydew/Pink Foam; Pure Platinum/Barely Grape/Thunder Blue/Metallic Silver; White/Yellow Ochre/Light Bone/Laser Blue; Summit White/Light Orewood Brown/White/Clear; White/Medium Blue/Black/Habanero Red; White/Total Orange/Black; Black/White/Team Orange/Sail,48.0,5.0
62,,Nike Blazer Mid '77,Baby/Toddler Shoes,6 Colors,$65,,https://www.nike.com/t/blazer-mid-77-baby-toddler-shoes-5ghcfw/DA4088-010,Your little baller can rule the kicks game in the Nike Blazer Mid '77. The vintage look and comfortable feel help this court classic transcend the hardwood as a legend of street style.,Summit White/Coconut Milk/Honeydew/Pink Foam; White/Yellow Ochre/Light Bone/Laser Blue; White/Total Orange/Black; White/Medium Blue/Black/Habanero Red; White/Pecan/Vivid Sulfur; Black/White/Team Orange/Sail; Pure Platinum/Barely Grape/Thunder Blue/Metallic Silver,76.0,4.4
63,Best Seller,Air Jordan 1 Mid,Women's Shoes,1 Color,$125,,https://www.nike.com/t/air-jordan-1-mid-womens-shoes-Fr9FP3/BQ6472-502,"The Air Jordan 1 Mid brings full-court style and premium comfort to an iconic look. Its Air-Sole unit cushions play on the hardwood, while the padded collar gives you a supportive feel.",Shown: Dark Concord/Black/White/New Emerald,422.0,4.9
64,,Nike Blazer Low Platform,Women's Shoes,8 Colors,$110,,https://www.nike.com/t/blazer-low-platform-womens-shoes-X8Nl4M/DX3719-100,"Praised for its classic simplicity and comfort, the Nike Blazer Low is your tried-and-true wardrobe staple. With its low-profile design, plush collar details and durable construction, it’s a no-brainer. We lifted the midsole to give you a fresh view of the world around you while bright, floral-inspired hues keep your style in bloom all year long. Ruffled laces add a delicate finish to this time-tested icon.",White/Natural/Black; White/Light Thistle/Light Liquid Lime/Peach Cream; White; White/Summit White/Team Orange/Game Royal; Dark Driftwood/Hemp/Sail/Dark Driftwood; White; White/Lemon Wash/Black/White; Atmosphere/Black/Team Orange/Atmosphere,0.0,0.0
65,,Nike Air Max Plus,Baby/Toddler Shoes,1 Color,$90,$85.97,https://www.nike.com/t/air-max-plus-baby-toddler-shoes-g2rDKs/DR7996-001,"We went into our vault to return a late-’90s fave with the Nike Air Max Plus. Originally a running shoe, these everyday kicks have become an icon with their beach-inspired design (from wavy palm trees to a whale’s tail). Plus, the Max Air unit underfoot are like a ride little ones need to feel to believe.",Shown: Black/Dark Grey/Black,0.0,0.0
66,,Nike Force 1 Crib,Baby Bootie,2 Colors,$45,,https://www.nike.com/t/force-1-crib-baby-bootie-clk354/CK2201-100,The Nike Force 1 Crib Baby Bootie reimagines the iconic Air Force 1 for little feet. It has a classic leather design and elastic laces so you can easily slip them on and off.,Black/Black/Black; White/White/White,137.0,4.8
67,Best Seller,Air Jordan 1 Low OG,Big Kids' Shoes,1 Color,$120,,https://www.nike.com/t/air-jordan-1-low-og-big-kids-shoes-QV6XQz/CZ0858-104,"Make new moves in the Air Jordan 1 Low OG. Remade with the classic details, it combines a comfortable feel with the timeless style of one of culture's greatest sneaker creations.",Shown: White/Black/Dark Powder Blue,1.0,4.0
68,,Nike Air Force 1 '07 LX,Women's Shoes,1 Color,$130,$80.97,https://www.nike.com/t/air-force-1-07-lx-womens-shoes-HCBg9w/DR0148-171,"In sneaker history, few styles last. Only 1 transcends every era––the Nike Air Force 1 '07 LX. Celebrate perfection with the b-ball original that delivers what you know best: woven fabric, bold details and some extra flash to keep you shining.",Shown: Sail/White/University Gold/University Gold,2.0,5.0
69,,Nike Air Zoom Alphafly NEXT% 2,Men's Road Racing Shoes,1 Color,$275,,https://www.nike.com/t/air-zoom-alphafly-next-2-mens-road-racing-shoes-Bstm8X/DN3555-800,"Once you take a few strides in the Nike Air Zoom Alphafly NEXT% 2, you’ll never look at your favorite pair of old racing shoes the same way again. These rocket ships are made to help shave precious time off your personal records without surrendering the foundation you need to go the full distance. A thick, lightweight support system marries the 2 worlds of comfort and speed in holy running matrimony. Enjoy the greatest energy return of all our racing shoes while you chase your personal bests.",Shown: Total Orange/Bright Crimson/Ghost Green/Black,6.0,4.5
70,,Nike Waffle Debut,Men's Shoes,10 Colors,$75,$54.97,https://www.nike.com/t/waffle-debut-mens-shoes-bWdG09/DH9522-101,"Retro gets modernized in the Nike Waffle Debut. Remember that smooth suede and nylon trend? It's back, along with the modernized 'wedge' midsole that feels incredibly plush. And to top it off, we've kept the classic on the bottom—the tried, true and trusted Waffle outsole—that adds traction, durability and heritage style to your step.",Phantom/Old Royal/Smoke Grey/Habanero Red; White/Light Orewood Brown/Volt/University Blue; Alligator/Anthracite/Alligator/Sail; Boarder Blue/Sanded Gold/Atomic Green/Mystic Navy; Grey Fog/Black/White/Laser Blue; Grey Fog/Light Smoke Grey/White/White; White/Clear/Black/Orange; Black/Orange/Clear/White; Black/Off Noir/Anthracite/Black; White/Summit White/White/Black,67.0,4.4
71,,Nike Air Max Axis,Women's Shoes,4 Colors,$90,$74.97,https://www.nike.com/t/air-max-axis-womens-shoes-cCWT9q/AA2168-100,"Nodding to '90s style, the Nike Air Max Axis honors the past while looking to the future. Subtle design lines and branding pay homage to icons like the Air Max 97 and 98, while sleek no-sew skins, airy mesh and its unique heel design keep your look fresh. Of course, Max Air cushions your journey.",White/Black/White; Black/White; Light Soft Pink/Phantom/Metallic Platinum; Black/Anthracite,22.0,3.9
72,,Nike Air Force 1 '07 LX,Men's Shoes,2 Colors,$130,$72.97,https://www.nike.com/t/air-force-1-07-lx-mens-shoes-9V91c0/DC8894-001,"The radiance lives on in the Nike Air Force 1 ’07 LX. This b-ball original puts a fresh spin on what you know best: classic hoops construction, crisp leather and the perfect details to make heads turn.",White/Coconut Milk/Pale Vanilla; Light Bone/Tumbled Grey/Coconut Milk/Pale Vanilla,1.0,5.0
73,,Nike Infinity React 3,Women's Road Running Shoes,17 Colors,$160,$123.97,https://www.nike.com/t/infinity-react-3-womens-road-running-shoes-XpNmlR/DD3024-002,"Still 1 of our most tested shoes, the Nike Infinity React 3 has soft and supportive cushioning. Its soft, stable feel with a smooth ride will carry you through routes, long and short. A breathable upper is made to feel contained, yet flexible. We even added more cushioning to the collar for a soft feel. Keep running, we've got you.",Light Soft Pink/University Gold/Light Thistle/White; White/Volt/Bright Crimson/Black; Football Grey/Black/Photo Blue/Bright Crimson; Black/Grey Fog/White/Dark Smoke Grey; Light Bordeaux/Pink Prime/Sangria/White; Black/Anthracite/Metallic Copper/Metallic Silver; Pink Glaze/Pink Foam/Photon Dust/White; Black/White; Black/Blue Glow/Pink Prime/White; Pure Platinum/White/Barely Green/Mint Foam; Sail/Atmosphere/Pink Oxford/Light Madder Root; White/Pure Platinum/Metallic Silver; Pure Platinum/White; Black/University Red/White/Bright Crimson; Cave Purple/Canyon Purple/White/White; Black/Pink Prime/Washed Teal/Dynamic Turquoise; Platinum Tint/Team Orange/Black/Metallic Summit White,81.0,4.6
74,,Air Jordan 1 Low FlyEase,Men's Easy On/Off Shoes,1 Color,$130,$91.97,https://www.nike.com/t/air-jordan-1-low-flyease-mens-easy-on-off-shoes-D3wW7l/DM1206-107,"Lock in your style with this AJ1. We kept everything you love about the classic design—premium leather, Air cushioning, iconic Wings logo—while adding the Nike FlyEase closure system to make on and off a breeze. Getting out the door is now quicker than ever: just strap and zip.",Shown: White/Black/Taxi,1.0,5.0
75,Sustainable Materials,Nike Air Max Terrascape 90,Men's Shoes,11 Colors,$140,$97.97,https://www.nike.com/t/air-max-terrascape-90-mens-shoes-61rLc8/DM0033-003,"Consider for a moment that pause when you see something new. Something exciting. That's the Nike Air Max Terrascape 90. A flashy new outsole design with translucent Nike Grind rubber combines with a comfort collar and Crater foam midsole to bring you the spa treatment. Go ahead, introduce yourself. This product is made with at least 20% recycled content by total weight of product.",White/White/White/White; Black/Black/Black/Black; Summit White/Pure Platinum/Wolf Grey/Red Clay; Off Noir/Black/Summit White; Black/Key Lime/Pilgrim/Elemental Pink; Summit White/Photon Dust/Light Iron Ore; Phantom/Olive Aura/Canyon Purple/Vivid Green; Aura/Ocean Cube/Washed Teal; Obsidian/Thunder Blue/Light Madder Root/Marina; Sail/Sea Glass/Black; Black/Lime Ice/Anthracite/Dark Grey,14.0,4.4
76,Best Seller,Air Jordan 1 Low,Men's Shoes,1 Color,$110,,https://www.nike.com/t/air-jordan-1-low-mens-shoes-VFfpkV/553558-093,"Inspired by the original that debuted in 1985, the Air Jordan 1 Low offers a clean, classic look that's familiar yet always fresh. With an iconic design that pairs perfectly with any 'fit, these kicks ensure you'll always be on point.",Shown: Black/Black/Black,847.0,4.8
77,Sustainable Materials,Nike Air VaporMax 2021 Flyknit,Women's Shoes,8 Colors,$210,,https://www.nike.com/t/air-vapormax-2021-flyknit-womens-shoes-1WB8SL/DJ9975-600,"Ever feel like taking a walk in the clouds? This is the closest you'll get without growing wings. With tons of Air cushioning underfoot, and made from at least 20% recycled material by weight, this version of the VaporMax pairs ease with innovation. It has a stretchy FlyKnit upper with a soft, seamless collar, while the bold Swoosh adds a splash of intrigue as you float down the street.",Pink Blast/Photo Blue/Volt/Black; Black/Racer Blue/Bright Crimson/Hyper Pink; Pink Oxford/Rose Whisper/Metallic Silver/Pink Oxford; Phantom/Summit White/Metallic Silver/Phantom; Black/Praline/Light British Tan/Habanero Red; Black/Metallic Silver/Black; White/Pure Platinum/Metallic Silver/White; Black/Metallic Silver/White,15.0,4.1
