,title,subtitle,num_colors,url,price,description,details,colors,n_reviews,avg_stars,reduced_price
0,NMD_R1 Primeblue Shoes,Men's Originals,32 colors,/us/nmd_r1-primeblue-shoes/GZ9256.html,$150,"Pack your bag, lace up and get going. City adventures beckon in these NMD_R1 shoes. An update to an acclaimed '80s runner from the adidas archive, these modern sneakers have a soft, stretchy knit upper and energy-returning Boost cushioning for all-day comfort. Bold color and signature midsole plugs make a statement, so wherever you're headed, you're sure to show up in style.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.","Lace closure; Stretch knit upper; Supportive, sock-like fit; Boost midsole; Rubber outsole; Primeblue; Imported; Product color: Core Black / Core Black / Core Black; Product code: GZ9256", Core Black / Core Black / Core Black,2558,4.6,
1,NMD_R1 Primeblue Shoes,Women's Originals,2 colors,/us/nmd_r1-primeblue-shoes/GX8313.html,$150,"Curiosity drives creation. Born for city exploration, this version of the adidas NMD_R1 is the cutting-edge evolution of the '80s-inspired running shoes. A stretchy knit upper crafted from recycled materials hugs your foot for comfort on the go. Long commutes and slick city sidewalks are no problem, thanks to the grippy rubber outsole and Boost midsole beneath your feet.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.","Lace closure; Stretch knit upper; Supportive, sock-like fit; Boost midsole; Rubber outsole; Primeblue; Imported; Product color: Cloud White / Cloud White / Silver Metallic; Product code: GX8313", Core Black / Core Black / Solar Pink,364,4.5,
2,Superstar Shoes,Men's Originals,25 colors,/us/superstar-shoes/EG4958.html,$95,"Originally made for basketball courts in the '70s. Celebrated by hip hop royalty in the '80s. The adidas Superstar shoe is now a lifestyle staple for streetwear enthusiasts. The world-famous shell toe feature remains, providing style and protection. Just like it did on the B-ball courts back in the day.

Now, whether at a festival or walking in the street you can enjoy yourself without the fear of being stepped on.

The serrated 3-Stripes detail and adidas Superstar box logo adds OG authenticity to your look.",Lace closure; Leather upper; Iconic leather shoes; Rubber outsole; Imported; Product color: Cloud White / Core Black / Cloud White; Product code: EG4958, Core Black / Core Black / Core Black,2605,4.7,
3,Ultraboost 5.0 DNA Shoes,Men's Sportswear,11 colors,/us/ultraboost-5.0-dna-shoes/GV8734.html,$190,"Any time you're on your feet is a good time to wear these adidas Ultraboost shoes. Equipped with all the performance technology that runners love, they're updated with extra attention to detail – just look at the contrast stitching at the toe. Energy-returning BOOST in the midsole and a foot-hugging adidas PRIMEKNIT upper make sure of it.",Regular fit; Lace closure; adidas PRIMEKNIT upper; Fitcounter molded heel counter; BOOST midsole; Torsion System; Stretchweb outsole with Continental™ Rubber; Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester; Imported; Product color: Shadow Navy / Pulse Blue / Chalk White; Product code: GV8734, Core Black / Core Black / Beam Green,3852,4.7,
4,Runfalcon 2.0 Shoes,Women's Running,4 colors,/us/runfalcon-2.0-shoes/GV9575.html,$60,"Put on these adidas shoes, and you're set for a run in the park followed by coffee with friends. With a mesh upper for added breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.",Regular fit; Lace closure; Sandwich mesh upper; Lightweight breathable feel; EVA midsole; Supportive no-sew heel; Durable rubber outsole; Imported; Product color: Crystal White / Core Black / Grey Four; Product code: GV9575, Cloud White / Cloud White / Silver Metallic,1269,4.7,$54
5,EQ21 Run 2.0 Bounce Sport Running Elastic Lace with Top Strap Shoes,Children Sportswear,2 colors,https://www.adidas.com/us/eq21-run-2.0-bounce-sport-running-elastic-lace-with-top-strap-shoes/GV9481.html,$58,"A snug fit is even more important for growing feet. That's why these kids' adidas shoes follow the contours of the foot for an adaptive, supportive feel. They have a layered mesh upper and a springy Bounce midsole for breathable comfort. Elastic laces and an adjustable top strap ensure easy on and off for kids on the go.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Elastic laces with hook-and-loop top strap; Sandwich mesh upper; Bounce midsole; Textile lining; Non-marking rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Core Black / Cloud White / Pulse Magenta; Product code: GV9481, Core Black / Cloud White / Pulse Magenta,4,5.0,
6,Stan Smith Shoes,Originals,29 colors,https://www.adidas.com/us/stan-smith-shoes/FX5499.html,$95,"Timeless appeal. Effortless style. Everyday versatility. For over 50 years and counting, adidas Stan Smith Shoes have continued to hold their place as an icon. This pair shows off a fresh redesign as part of adidas' commitment to use only recycled polyester by 2024. With a vegan upper and an outsole made from rubber waste, they still have iconic style, they're just made with the planet in mind.

This product is made with vegan alternatives to animal-derived ingredients or materials. It is also made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.",Regular fit; Lace closure; Synthetic lining; Rubber outsole; Vegan; Imported; Product color: Core Black / Core Black / Cloud White; Product code: FX5499, Pantone / Cloud White / Core Black,13054,4.7,$81
7,Adilette Clogs,Yoga,6 colors,https://www.adidas.com/us/adilette-clogs/GZ5887.html,$50,"Based on the iconic adidas slide, these clogs are as functional as they are comfortable. Whether you're walking to the gym or pool for an early-morning workout or just want to keep the slouchy-casual vibe going all through your day, slip your feet into the contoured footbeds and head for the door.",Regular fit; Slip-on construction; Synthetic upper; Soft feel; Sport-inspired clogs for every day; Contoured EVA footbed; Synthetic outsole; Imported; Product color: Vivid Red / Cloud White / Vivid Red; Product code: GZ5887, Cloud White / Core Black / Cloud White,3668,4.7,$35
8,,,,/us/swift-run-shoes/EE7022.html,,"Clean, sleek, and modern, these juniors' shoes are designed for everyday wear. The soft two-tone knit upper feels like a sock on your foot. The tongue is open on one side for easy step-in. Everything rides on a cushiony EVA midsole.",Regular fit; Lace closure; Knit and synthetic upper with mesh tongue; Textile lining; Rubber outsole; Lightweight EVA midsole; Enjoy the comfort and performance of OrthoLite® sockliner; Sock-like construction hugs the foot; Imported; Product color: Cloud White / Core Black / Core Black; Product code: EE7022,,157,4.6,
9,,,,/us/ultraboost-5.0-dna-shoes/GV8743.html,,"These sneakers are the ultimate multitasker. Rooted in running but flush with street-ready style, they're built for whatever your day brings. adidas PRIMEKNIT wraps the foot for a supportive fit that enhances every move. The BOOST midsole provides instant comfort and energy return with each step to keep you going strong.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.","Regular fit; Lace closure; adidas PRIMEKNIT textile upper; Supportive, energy-returning feel; Fitcounter molded heel counter; BOOST midsole; Midsole drop: 10 mm (heel: 22 mm / forefoot: 12 mm); Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester; Imported; Product color: Core Black / Core Black / Core Black; Product code: GV8743", Magic Mauve / Magic Mauve / Ecru Tint,1397,4.7,
