,title,subtitle,num_colors,url,price,reduced_price,description,details,colors,n_reviews,avg_stars
24,,,,/us/activeride-2.0-marimekko-sport-running-slip-on-shoes/GW7152.html,,,"Running shoes that walk the line between sport and style. These juniors' adidas sneakers layer the iconic 3-Stripes over a distinctive Marimekko print. And the elastic straps keep the look sleek. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",, Purple Tint / Cloud White / Collegiate Navy,23,4.3
25,,,,/us/tracefinder-trail-running-shoes/Q47239.html,,,"Agility, cardio, strength. These adidas trail running shoes support your strides on rugged paths with a Traxion outsole that maximizes grip in all directions. A breathable upper welcomes airflow to keep you feeling fresh from the first step to the last.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",,,46,4.5
26,,,,/us/stan-smith-shoes/GY4243.html,,,"Help your little one embrace the magical feeling of seeing a rainbow. This whimsical spin on these classic adidas Stan Smith shoes inspires toddlers to explore their world with added color. Faded iridescent underlays provide a playful pattern that catches the eye. A snug fit with an OrthoLite® sockliner ensures that their feet will be comfy all day long.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste",,,1,5.0
27,,,,/us/adizero-rc-4-shoes/GX8157.html,,,"You strive to get better with each and every run. Race day or fartlek workout, these adidas shoes are designed to help you make your goals reality. Lightweight Lightstrike cushioning is comfortable and resilient. TORSIONRODS deliver snappy propulsion to keep you moving toward the finish.",,,15,3.9
28,,,,/us/predator-edge.3-firm-ground-soccer-cleats/HR1524.html,,,"Swerve. Control. Power. adidas Predator has all angles covered. Hit the pitch and find your edge in these firm ground soccer cleats. Deployed across their coated textile upper, grippy Control Zone print assists you with every touch of the ball. Underneath, an eye-catching, angular TPU outsole ensures you stay in charge on dry natural grass.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",, Core Black / Cloud White / Vivid Red,163,4.2
29,,,,/us/ultraboost-5.0-dna-shoes/GV8746.html,,,"The Ultraboost isn't our first performance running shoe to hold appeal in the realm of fashion. It's just one of the most beloved. That's why we made the Ultraboost DNA, a lifestyle trainer built off the bones of its more technical namesake. The simplicity of the design shines a spotlight on the pattern of the adidas PRIMEKNIT. And because comfort's a non-negotiable, run or no run, BOOST offers incredible energy return in every step.",, Core Black / Core Black / Beam Green,3846,4.7
30,,,,/us/multix-shoes/FX6400.html,,,"Calling all explorers. Give your go-anywhere, try-anything kid a pair of shoes to match. Clean adidas design keeps your little MVP styling on the playground or in the backyard. Hits of holographic accents level up the space-inspired look. Three, two, one, BLAST OFF. (Who are we kidding? They were already gone at two.)",,,88,4.8
31,,,,/us/web-boost-running-shoes/GZ0935.html,,,"Getting in a few miles or running to the store. These adidas shoes have all the techs to make short-distance training a breeze, and you'll want to wear them on rest days too. The upper has cutouts for airflow, acting like a harness for the stretchy inner bootie. The BOOST midsole is wrapped in 3D Stretchweb to enhance the feeling of energy return.",, Cloud White / Silver Metallic / Grey One,,
32,,,,/us/agent-gil-restomod-basketball-shoes/GY6481.html,,,"Loud and exuberant — two words that reflect Gilbert Arenas' style on and off the hardwood. These signature adidas basketball shoes live up to that intent with a bright upper and tiger-print details. Energy-returning BOOST responds to every move, and outsole pods give you the lateral traction you need to change directions like Agent Gil.",, Pantone / Core Black / Vivid Green,16,4.8
33,,,,/us/nizza-rf-platform-shoes/GX8371.html,,,"Always a step above. These adidas platform shoes give you a little extra height while providing the comfort of your trusty everyday sneakers. A bright metallic textile upper has a distinct color-shifting effect. Grippy tread patterns on the Vulcanized outsole let you make the most of your kicks, no matter where they take you next.

Made in part with recycled content generated from production waste, e.g., cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",,,6,5.0
