,title,subtitle,num_colors,url,price,reduced_price,description,details,colors,n_reviews,avg_stars
0,Racer TR21 Shoes,Children Essentials,2 colors,/us/racer-tr21-shoes/GW6601.html,$60,$51,"For the kids who always seem to move at top speed and never run out of fuel. These adidas running-inspired shoes match them step for step. The breathable upper keeps little feet cool and comfortable. Lightweight midsole cushioning absorbs impact with every jump and stride.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",Regular fit; Lace closure; Mesh upper; Textile lining; Cloudfoam cushioning; TPU heel piece; Synthetic outsole; Primegreen; Imported; Product color: Legend Ink / Pulse Blue / Core Black; Product code: GW6601, Legend Ink / Pulse Blue / Core Black,174,4.8
1,Cloudfoam Pure 2.0 Shoes,Women's Essentials,17 colors,/us/cloudfoam-pure-2.0-shoes/GV8957.html,$75,,"Streamlined and sporty shoes for the win. These adidas running-style shoes have been designed with comfort in mind. The Cloudfoam midsole and memory foam sockliner combine to wrap the foot in soft cushioning and make every step feel light and springy. Pair them with everything from dresses to jeans to tailored pants. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Lace closure; Textile upper; Cloudfoam midsole; Memory foam sockliner; Synthetic outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Chalk White / Magic Mauve / Aluminium; Product code: GV8957, Core Black / Cloud White / Carbon,1631,4.5
2,Stan Smith Bonega Shoes,Women's Originals,3 colors,/us/stan-smith-bonega-shoes/GY9310.html,$110,$88,"The look you know and love, just on a bold platform outsole. It's only one change, and yet it makes all the difference to these adidas Stan Smith shoes. The elevated outsole stands out even more with double-layered foxing tape to create extra emphasis on the proportions. The smooth, luxe upper adds a premium element to the look, making them the perfect balance of high and low, and the perfect shoe to go with everything.",Regular fit; Lace closure; Synthetic upper; Textile lining; Memory foam sockliner; Rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Cloud White / Cloud White / Green; Product code: GY9310, Cloud White / Cloud White / Green,66,4.3
3,NMD_R1 Refined Shoes,Children Originals,2 colors,/us/nmd_r1-refined-shoes/H02343.html,$85,,"One shoe for everything. Playground, play date or playing around in the backyard, these adidas NMD_R1 Refined Shoes keep active kids comfortable no matter the adventure. Sporty and lightweight, they have an energy-returning Boost midsole and airy mesh upper. An Adifit length-measuring insole helps ensure an accurate fit for growing feet.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",Regular fit; Lace closure; Mesh upper; OrthoLite® sockliner; Adifit length-measuring midsole; Boost midsole; Rubber outsole; Primeblue; Imported; Product color: Core Black / Core Black / Cloud White; Product code: H02343, Core Black / Core Black / Cloud White,90,4.5
4,adidas by Stella McCartney Clogs,Women's adidas by Stella McCartney,3 colors,/us/adidas-by-stella-mccartney-clogs/GW2048.html,$130,$98,"Enjoy the ageless comfort of a classic clog with a modern twist when you wear the adidas by Stella McCartney Clogs. Easy to slip and off, the Clog is the ideal shoe for when you're out and about. Made with animal-free ingredients to offer you a vegan option.

These clogs are a high-fashion slipper that brings streetwear aesthetics to your everyday looks. 

Thanks to the open toes and airy design, these shoes will become a favorite on a casual summer's day. Wear them on any day that calls for an easy-on, easy-off silhouette.",Regular fit; Slip-on; Mesh upper; Bio-based EVA midsole made with 25% plant-based content derived from sugarcane; Synthetic lining and outsole; adidas by Stella McCartney logo; Vegan alternative; Imported; Product color: Light Purple / Light Purple / Light Purple; Product code: GW2048, Light Purple / Light Purple / Light Purple,44,4.0
5,EQ21 Run Shoes,Women's Running,6 colors,https://www.adidas.com/us/eq21-run-shoes/GY2207.html,$80,$68,Log miles in confidence with these adidas running shoes. The breathable upper lets your feet stay fresh on long runs. Lightweight cushioning keeps a comfortable spring in your step from the first toe-off to the final heel strike.,Regular fit; Lace closure; Engineered mesh upper; Padded collar; TPU quarter and heel stabilizers; Bounce midsole; Weight: 540 g (size UK 5.5); Midsole drop: 10.5 mm; Rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Core Black / Cloud White / Grey Four; Product code: GY2207, Core Black / Bliss Orange / Bliss Pink,710,4.5
6,Samba Classic,Men's Soccer,"2 colors, Indoor",https://www.adidas.com/us/samba-classic/034563.html,$75,,Getting up and down the field with speed is the name of the indoor game. The Samba has dominated indoor soccer for decades for a reason. These legendary shoes feature a leather upper and a lightweight EVA midsole for better response on indoor surfaces.,Synthetic leather upper for light weight and durability; Suede overlay for abrasion resistance and upper protection; Die-cut EVA insole for lightweight comfort; NON MARKING gum rubber outsole for excellent grip on all indoor surfaces; Imported; Product color: Core Black / Cloud White / Core Black; Product code: 034563, Cloud White / Black / Cloud White,1028,4.6
7,Lite Racer 3.0 Shoes,Men's Essentials,3 colors,https://www.adidas.com/us/lite-racer-3.0-shoes/GY3095.html,$55,$47,"Walking is an essential part of daily life. Comfort should be too. Enjoy every step you take in these adidas shoes. Inspired by classic running shoes, they have plush Cloudfoam cushioning and a snug fit. Plus, 3-Stripes style. Do you even need any other shoes?",Lace closure; Textile upper; Cushioned feel; Textile lining; Cloudfoam midsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Legend Ink / Cloud White / Grey Five; Product code: GY3095, Core Black / Core Black / Grey Six,295,4.5
8,,,,/us/forum-84-low-shoes/GW2007.html,,,"Remember the epic shots, close games and fierce rivalries that defined '80s B-ball? Even if you weren't around to watch them live, you can relive the era in these adidas Forum shoes. Eye-catching colors give a shoutout to sport while the low top silhouette has all the details you covet: the crisscross design, smooth leather and ankle strap.",Lace closure with hook-and-loop strap; Leather upper; Textile lining; Rubber outsole; Imported; Product color: Off White / Collegiate Gold / Cream White; Product code: GW2007, Off White / Scarlet / Collegiate Royal,421,4.8
9,,,,/us/racer-tr21-shoes/GZ1992.html,,,"Bring the comfort and athletic style of a running shoe to your daily routine. These adidas shoes keep you going when you're on your feet all day, thanks to the lightweight feel of the flexible textile upper. A molded heel counter provides an extra level of support. The Cloudfoam Super midsole offers superior cushioning from the minute you lace them up.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.","Regular fit; Lace closure; Sleek, lightweight textile upper; Plush feel; Molded TPU heel counter; Cloudfoam Super midsole; Synthetic outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Off White / Semi Turbo / Pulse Amber; Product code: GZ1992", Core Black / Silver Metallic / Bliss Orange,620,4.6
