,title,subtitle,num_colors,url,price,reduced_price,description,details,colors,n_reviews,avg_stars
0,Five Ten Trailcross LT Mountain Bike Shoes,Women's Five Ten,2 colors,/us/five-ten-trailcross-lt-mountain-bike-shoes/GY5119.html,$140,$70,"Ride. Eat. Sleep. Repeat. Bike packing is synonymous with adventure. The Five Ten Trailcross LT Mountain Bike Shoes scramble over rocky terrain and kick it at camp just as well as they grip pedals. Light, breathable and comfortable enough for all-day wear, you've found the do-it-all adventure bike shoe for the road less traveled.","Regular fit; Lace closure; Breathable mesh upper; Lightweight, durable feel; EVA midsole; Non-Marking Stealth® Phantom Dotty™ rubber outsole; Imported; Product color: Magic Lime / Burgundy / Orbit Green; Product code: GY5119", Core Black / Grey Two / Solar Red,61,4.3
1,Five Ten Kestrel Pro Boa Shoes,Men's Five Ten,,/us/five-ten-kestrel-pro-boa-shoes/BC0635.html,$220,$110,"Transfer maximum power to the pedals. The Kestrel Pro Boa® combines our stiffest sole and clipless compatibility for an efficient all-mountain ride. The Boa® Fit system means you can dial in a secure fit, while the wide Stealth® C4 rubber sole provides confident footing in all terrain. Mesh inserts enhance breathability, and the quick-drying synthetic upper maintains all-weather comfort.","Regular fit; Boa® Fit System for micro-adjustment, and secure and consistent hold; Synthetic weather-resistant micro-perforated upper; Perforated EVA tongue with mesh overlay; Textile lining; Stealth® C4 rubber outsole for unbeatable grip; Durable lightweight EVA midsole; Enjoy the comfort and performance of OrthoLite® sockliner; Clipless style; Non-slip heel cup; Stiff carbon-infused nylon shank; Imported; Product color: Core Black / Red / Grey Six; Product code: BC0635",,35,4.0
2,OZNOVA Shoes,Youth Originals,3 colors,/us/oznova-shoes/GW1445.html,$100,$60,"You're unapologetic about who you are. Which is why these adidas sneakers were made to stand out with you. The juniors' shoes are as comfy as they are bold, flaunting unconventional proportions and textures for a futuristic look. Adiplus cushioning ensures every step feels like walking on a cloud.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",Regular fit; Lace closure; Textile upper; Textile lining; Adiplus cushioning; EVA midsole inserts; Rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Cloud White / Dash Grey / Cloud White; Product code: GW1445, Cloud White / Dash Grey / Cloud White,6,4.8
3,Courtjam Control Tennis Shoes,Women's Tennis,2 colors,/us/courtjam-control-tennis-shoes/GX6421.html,$90,$72,"Don't just compete. Dominate. The mesh upper and flexible Bounce midsole on these adidas Courtjam Control Tennis Shoes team up to keep you comfortable as you build pressure on your opponent. Underneath, a TPU midfoot shank and grippy Adiwear hard court outsole ensure you're stable through every slide and sidestep. On the medial side, a combination of hidden lacing and abrasion zones specifically configured for the women's game help these shoes tough out every challenge.",Regular fit; Hybrid U-throat with hidden lace protection; Engineered mesh upper with medial TPU abrasion resistance; Textile lining; Torsion System; Bounce midsole; Adiwear outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Core Black / Cloud White / Silver Metallic; Product code: GX6421, Core Black / Cloud White / Silver Metallic,37,4.6
4,Five Ten Trailcross XT Mountain Bike Shoes,Men's Five Ten,2 colors,/us/five-ten-trailcross-xt-mountain-bike-shoes/FU7541.html,$165,$116,"Explore more. Made for adventure riding across trails and abandoned dirt roads, these adidas Five Ten mountain bike shoes have the lightweight, cushioned feel of a trail runner for exploring off the bike. Stealth® Phantom rubber adds the pedal-gripping power to ride any trail. Neoprene cuffs seal out dirt and gravel. A breathable upper keeps feet comfortable through it all. Take the path less traveled.",Regular fit; Lace closure; Textile upper with neoprene cuffs; Drain ports for water exit; Stealth® Phantom rubber outsole; Imported; Product color: Core Black / Grey Four / Solar Red; Product code: FU7541, Core Black / Grey Four / Solar Red,123,4.6
5,Superstar 82 Shoes,Men's Originals,3 colors,https://www.adidas.com/us/superstar-82-shoes/GZ4836.html,$120,$84,"Like lifting a pair of old-school sneakers straight from the box, untouched since 1982. Lace up an homage to the legend when you wear these adidas Superstar shoes. Imagine you walked into the vault and pulled out these beauties, because that's how true to the original they are. Iconic shell toe. Serrated 3-Stripes. Clean look. Even the shape and proportions of these fresh forever kicks honor the ones worn in 1982. Time machine not included.",Lace closure; Leather upper; Leather lining; Rubber outsole; Imported; Product color: Cloud White / Sky Tint / Off White; Product code: GZ4836, Supplier Colour / Core Black / Cloud White,20,4.8
6,Hello Kitty Superstar 360 Shoes,Infant & Toddler Originals,2 colors,https://www.adidas.com/us/hello-kitty-superstar-360-shoes/GY9213.html,$50,,"Everything from playtime to lunchtime is better with friends. Which is why Hello Kitty joins the adventure on these infants' adidas shoes. The world-famous character stands out on the stretchy mesh upper as a celebration of friendship and love. And with flexible cushioning and a slip-on design, these colorful shoes are destined to be their favorites.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","Snug fit; Slip-on; Two-layer stretch mesh upper; OrthoLite® sockliner; Adifit length-measuring insole; EVA outsole; ©2022 SANRIO CO., TLD.; Upper contains a minimum of 50% recycled content; Imported; Product color: Vivid Red / Cloud White / Core Black; Product code: GY9213", Vivid Red / Cloud White / Core Black,4,5.0
7,Nora Shoes,Originals,4 colors,https://www.adidas.com/us/nora-shoes/GY6965.html,$80,,"Vintage-inspired for a new era in skateboarding. Nora Vasconcellos' colourful passion for family, progression and inclusivity manifest in her first signature adidas Skateboarding shoe. Inspired by notable vintage classics from the adidas tennis archives, the Nora infuses an extended toe cap with double-layer durability, providing cupsole quality with a vulc aesthetic.",Lace closure; Leather upper; Textile lining; Rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Cloud White / Green / Cloud White; Product code: GY6965, Core Black / Cloud White / Grey Two,27,4.6
8,,,,/us/y-3-makura/HR2000.html,,,"""Y-3 is a strong examination of the blend of sport and style and the tension caused by mixing tradition with all that is modern.""  — Yohji Yamamoto 

The Y-3 Makura Shoes experiment with a new approach to comfort, playing with proportions, sensations and inspirations to explore an innovative new concept. Foam padding wraps around the cushioned EVA midsole, which goes beyond the feeling of comfort and creates a cloud-like visual representation of it. The rubber outsole takes inspiration from track and field runners with a spikes aesthetic.","Lace closure; Synthetic leather upper with suede hits; Mesh, leather and neoprene lining; EVA midsole with foam padding; Rubber outsole; Y-3 logo print; Imported; Product color: Silver Metallic / Brown / Cream White; Product code: HR2000", Core White / Cream White / Orange,,
9,,,,/us/super-d.o.n.-issue-4-basketball-shoes/HR1786.html,,,"The future of basketball is all about speed, and Donovan Mitchell is as fast as they come. These juniors' signature shoes from Mitchell and adidas Basketball are built specifically to elevate the movements of one of the game's fastest, most dynamic scorers. Ultralight Lightstrike teams up with a LIGHTLOCK upper for a snug fit and an explosive propulsion system that won't weigh you down. A unique rubber outsole is designed to generate traction where you need it most, so every hard-charging cut and head fake has total support. Mitchell's Spida logo and signature graphics provide the finishing touches.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",Regular fit; Lace closure; LIGHTLOCK upper; Lightstrike cushioning; Lightweight Sprintframe plate; Rubber outsole; ©Disney; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Red / Core Black / Red; Product code: HR1786, Cloud White / Bliss Lilac / Almost Blue,,
10,,,,/us/solarglide-5-shoes/HR0163.html,,,"Each day brings a new opportunity to run toward your goals. Whether you're training for your first 5K or breaking the tape with a new personal best, you'll feel supported every step of the way in these adidas running shoes. They have less volume in the forefoot and a narrower heel for a customized feel. BOOST in the midsole provides endless energy return, and adidas LEP 2.0 guides each foot strike to propel you forward.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.",Regular fit; Lace closure; Textile upper; BOOST midsole; adidas LEP 2.0; Weight 9.8 ounces (size 7.5); Midsole drop: 10 mm (heel: 32 mm / forefoot: 22 mm); Rubber outsole; Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester; Imported; Product color: Cloud White / Iron Metallic / Core Black; Product code: HR0163, Grey Two / Silver Metallic / Wonder Mauve,136,4.5
11,,,,/us/terrex-free-hiker-2-hiking-shoe/GV8920.html,,,"Take on the outdoors with ease. The adidas TERREX Free Hiker 2 brings comfort and confidence to your everyday adventure. It's time to enjoy your outdoor experience. 

Find confidence in the great outdoors with the new adidas TERREX Free Hiker 2. Its Continental™ rubber grip provides reliable traction on your hikes. BOOST delivers incredible energy return and instant comfort with each step. The shoe's upper is made with a high performance yarn containing at least 50% Parley Ocean Plastic and 50% recycled polyester.",Regular fit; Lace closure; Abrasion-resistant mesh upper with molded toe cap and external heel clip; adidas PRIMEKNIT collar; EVA stabilization frame; BOOST midsole; Continental™ Rubber outsole; Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester; Imported; Product color: Core Black / Core Black / Grey Six; Product code: GV8920, Bliss Lilac / Beam Orange / Pulse Magenta,2,5.0
